nameOfIssuer,sshPrnamt,value
QAD INC,21391,456
QEP MIDSTREAM PARTNERS LP,1728841,44518
QEP RES INC,1155913,39879
QIAGEN NV,817346,19985
QIHOO 360 TECHNOLOGY CO LTD,239077,22005
QIWI PLC,44357,1789
QLIK TECHNOLOGIES INC,95086,2151
QLOGIC CORP,96937,978
QLT INC,233124,1441
QR ENERGY LP,20994,399
QUAD / GRAPHICS INC,109391,2447
QUAKER CHEM CORP,442549,33984
QUALCOMM INC,15389973,1218886
QUALITY DISTR INC FLA,42778,636
QUALITY SYS INC,2134476,34258
QUALYS INC,13227,340
QUANEX BUILDING PRODUCTS COR,48223,861
QUANTA SVCS INC,3309260,114434
QUANTUM CORP,268937,328
QUANTUM FUEL SYS TECH WORLDW,64122,371
QUEST DIAGNOSTICS INC,792471,46510
QUEST RESOURCE HLDG CORP,60200,314
QUESTAR CORP,375980,9325
QUESTCOR PHARMACEUTICALS INC,531130,49124
QUICKLOGIC CORP,422988,2187
QUICKSILVER RESOURCES INC,998418,2665
QUIDEL CORP,91338,2019
QUIKSILVER INC,105050,376
QUINSTREET INC,104097,573
QUINTILES TRANSNATIO HLDGS I,33581,1789
QUNAR CAYMAN IS LTD,820702,23431
QUOTIENT LTD,16600,139
RACKSPACE HOSTING INC,337368,11355
RADIAN GROUP INC,5354250,79296
RADIOSHACK CORP,2654472,2630
RADISYS CORP,55695,194
RADNET INC,27246,181
RADWARE LTD,1946859,32844
RAIT FINANCIAL TRUST,35566,294
RALLY SOFTWARE DEV CORP,12487,136
RALPH LAUREN CORP,730442,117375
RAMBUS INC DEL,407757,5831
RAMCO-GERSHENSON PPTYS TR,258628,4298
RAND LOGISTICS INC,58217,349
RANDGOLD RES LTD,179513,15187
RANGE RES CORP,1647237,143227
RAPTOR PHARMACEUTICAL CORP,3875182,44758
RARE ELEMENT RES LTD,15172,20
RAVEN INDS INC,21998,729
RAYMOND JAMES FINANCIAL INC,3651721,185252
RAYONIER INC,519854,18481
RAYTHEON CO,1477441,136295
RBC BEARINGS INC,500177,32037
RCS CAP CORP,140680,2987
RDA MICROELECTRONICS INC,17769,304
REACHLOCAL INC,11805,83
REAL GOODS SOLAR INC,80676,240
REALD INC,14290,182
REALNETWORKS INC,23001,175
REALOGY HLDGS CORP,1591439,60013
REALPAGE INC,25479,573
REALTY INCOME CORP,314784,13982
RECEPTOS INC,5088,217
RED HAT INC,666997,36865
RED LION HOTELS CORP,33508,184
RED ROBIN GOURMET BURGERS IN,78044,5556
REDHILL BIOPHARMA LTD,29000,507
REDIFF COM INDIA LTD,15311,46
REDWOOD TR INC,115936,2257
REED ELSEVIER N V,66674,3063
REED ELSEVIER P L C,54748,3542
REGADO BIOSCIENCES INC,23793,162
REGAL BELOIT CORP,65758,5165
REGAL ENTMT GROUP,381000,8039
REGENCY CTRS CORP,1007803,56114
REGENCY ENERGY PARTNERS L P,11825222,380890
REGENERON PHARMACEUTICALS,1159672,327574
REGIONAL MGMT CORP,13955,216
REGIONS FINL CORP NEW,9397147,99797
REGIS CORP MINN,22746,320
REGULUS THERAPEUTICS INC,791207,6361
REINSURANCE GROUP AMER INC,916702,72328
RELIANCE STEEL & ALUMINUM CO,2211293,162995
REMARK MEDIA INC,25722,229
REMY INTL INC,17601,411
RENAISSANCERE HOLDINGS LTD,74479,7969
RENASANT CORP,62937,1830
RENESOLA LTD,101422,299
RENEWABLE ENERGY GROUP INC,21560,247
RENREN INC,457209,1527
RENT A CTR INC NEW,231812,6648
RENTECH INC,612661,1587
RENTECH NITROGEN PARTNERS L,23275,395
RENTRAK CORP,10145,532
REPLIGEN CORP,329429,7508
REPROS THERAPEUTICS INC,51759,895
REPUBLIC AWYS HLDGS INC,21474,233
REPUBLIC SVCS INC,923552,35068
RESMED INC,219435,11110
RESOLUTE ENERGY CORP,769845,2711
RESOLUTE FST PRODS INC,85036,1427
RESOURCE CAP CORP,651964,3670
RESOURCES CONNECTION INC,68244,895
RESPONSE GENETICS INC,70411,65
RESTORATION HARDWARE HLDGS I,2511805,233723
RETAIL OPPORTUNITY INVTS COR,403359,3835
RETAIL PPTYS AMER INC,2488442,38272
RETAILMENOT INC,64709,1722
REVANCE THERAPEUTICS INC,439702,14950
REVENUESHARES ETF TR,5797,277
REVETT MNG CO,65579,68
REVLON INC,29124,888
REVOLUTION LIGHTING TECHNOLO,26000,60
REX AMERICAN RESOURCES CORP,57942,4248
REX ENERGY CORPORATION,5204048,92164
REXAHN PHARMACEUTICALS INC,61661,53
REXFORD INDL RLTY INC,42887,611
REXNORD CORP NEW,25539,719
REYNOLDS AMERICAN INC,1407437,84939
RF MICRODEVICES INC,1589354,15242
RICE ENERGY INC,2612642,79555
RICEBRAN TECHNOLOGIES,18105,96
RICHARDSON ELECTRS LTD,29664,311
RICHMONT MINES INC,219382,301
RIGEL PHARMACEUTICALS INC,165253,600
RIGNET INC,18876,1016
RING ENERGY INC,50743,885
RIO ALTO MNG LTD NEW,14355,33
RIO TINTO PLC,6382738,346456
RITCHIE BROS AUCTIONEERS,11015,272
RITE AID CORP,3616461,25930
RIVERBED TECHNOLOGY INC,239275,4936
RLI CORP,680319,31145
RLJ ENTMT INC,422741,1615
RLJ LODGING TR,3636835,105068
RMG NETWORKS HLDG CORP,10346,23
RMR REAL ESTATE INCOME FUND,58763,1158
ROADRUNNER TRNSN SVCS HLDG I,1378661,38740
ROBERT HALF INTL INC,461325,22024
ROCK CREEK PHARMACEUTICALS I,308425,182
ROCK-TENN CO,1271263,134233
ROCKET FUEL INC,11423,355
ROCKWELL AUTOMATION INC,672973,84230
ROCKWELL COLLINS INC,461995,36100
ROCKWELL MED INC,270420,3242
ROCKWOOD HLDGS INC,301907,22941
ROFIN SINAR TECHNOLOGIES INC,29087,699
ROGERS COMMUNICATIONS INC,312933,12595
ROGERS CORP,23830,1581
ROLLINS INC,149446,4483
ROPER INDS INC NEW,609214,88951
ROSE ROCK MIDSTREAM L P,1839241,100496
ROSETTA RESOURCES INC,485800,26646
ROSS STORES INC,851762,56327
ROUNDYS INC,53978,297
ROUSE PPTYS INC,90854,1555
ROVI CORP,149754,3588
ROWAN COMPANIES PLC,3944391,125944
ROYAL BK CDA MONTREAL QUE,895458,63963
ROYAL BK SCOTLAND GROUP PLC,1129424,25755
ROYAL CARIBBEAN CRUISES LTD,412811,22951
ROYAL DUTCH SHELL PLC,3621162,302239
ROYAL GOLD INC,255738,19468
RPC INC,530959,12472
RPM INTL INC,391927,18099
RPX CORP,150910,2679
RSP PERMIAN INC,3004364,97461
RTI INTL METALS INC,64171,1706
RTI SURGICAL INC,162762,708
RUBICON MINERALS CORP,783740,1152
RUBICON PROJ INC,13641,175
RUBICON TECHNOLOGY INC,32238,282
RUBY TUESDAY INC,10396,79
RUCKUS WIRELESS INC,143672,1711
RUDOLPH TECHNOLOGIES INC,26744,264
RUSH ENTERPRISES INC,39140,1357
RUTHS HOSPITALITY GROUP INC,80772,998
RYANAIR HLDGS PLC,21573,1204
RYDER SYS INC,191440,16864
RYDEX ETF TRUST,1219186,96371
RYLAND GROUP INC,115246,4546
RYMAN HOSPITALITY PPTYS INC,714246,34391
S & T BANCORP INC,71658,1781
SABRA HEALTH CARE REIT INC,25124,721
SABRE CORP,86836,1741
SAEXPLORATION HLDGS INC,16022,136
SAFEGUARD SCIENTIFICS INC,20296,422
SAFETY INS GROUP INC,26685,1371
SAFEWAY INC,3099112,106423
SAGA COMMUNICATIONS INC,5097,218
SAGENT PHARMACEUTICALS INC,187435,4848
SAIA INC,13905,611
SALESFORCE COM INC,6132755,356190
SALIX PHARMACEUTICALS INC,489372,60364
SALLY BEAUTY HLDGS INC,415652,10425
SANCHEZ ENERGY CORP,176531,6636
SANDERSON FARMS INC,170934,16615
SANDISK CORP,2892485,302062
SANDRIDGE ENERGY INC,1021011,7300
SANDSTORM GOLD LTD,69332,480
SANDY SPRING BANCORP INC,573809,14294
SANFILIPPO JOHN B & SON INC,16997,450
SANGAMO BIOSCIENCES INC,469980,7176
SANMINA CORPORATION,109665,2499
SANOFI,1004332,42234
SANTANDER CONSUMER USA HDG I,296410,5762
SAP AG,2955350,227562
SAPIENT CORP,243511,3955
SARATOGA RES INC TEX,15350,27
SAREPTA THERAPEUTICS INC,38876,1158
SASOL LTD,138468,8186
SAUL CTRS INC,35584,1729
SBA COMMUNICATIONS CORP,2886748,295314
SCANA CORP NEW,2438173,131198
SCANSOURCE INC,90590,3449
SCHAWK INC,33452,681
SCHEIN HENRY INC,1327126,157470
SCHLUMBERGER LTD,6392711,754020
SCHNITZER STL INDS,72594,1893
SCHOLASTIC CORP,10055,343
SCHULMAN A INC,129437,5010
SCHWAB CHARLES CORP NEW,6911838,186135
SCHWAB STRATEGIC TR,605414,26345
SCHWEITZER-MAUDUIT INTL INC,56467,2466
SCICLONE PHARMACEUTICALS INC,73311,385
SCIENCE APPLICATNS INTL CP N,336229,14848
SCIENTIFIC GAMES CORP,19348,215
SCIQUEST INC NEW,10510,186
SCORPIO BULKERS INC,50376,448
SCORPIO TANKERS INC,26562,270
SCOTTS MIRACLE GRO CO,106501,6056
SCRIPPS E W CO OHIO,10012,212
SCRIPPS NETWORKS INTERACT IN,2924088,237260
SEABOARD CORP,1625,4908
SEABRIDGE GOLD INC,56095,526
SEACHANGE INTL INC,27583,221
SEACOAST BKG CORP FLA,15267,166
SEACOR HOLDINGS INC,17044,1402
SEADRILL LIMITED,1996473,79759
SEADRILL PARTNERS LLC,4419841,146562
SEAGATE TECHNOLOGY PLC,1951047,110858
SEALED AIR CORP NEW,660440,22567
SEARS HLDGS CORP,143226,5723
SEATTLE GENETICS INC,264309,10110
SEAWORLD ENTMT INC,890485,25227
SECURITY NATL FINL CORP,41981,179
SEI INVESTMENTS CO,480120,15734
SELECT COMFORT CORP,31785,657
SELECT INCOME REIT,116943,3466
SELECT MED HLDGS CORP,144361,2252
SELECT SECTOR SPDR TR,210988559,9185760
SELECTIVE INS GROUP INC,50044,1237
SEMGROUP CORP,2083619,164143
SEMICONDUCTOR MFG INTL CORP,23384,99
SEMPRA ENERGY,2813308,294582
SEMTECH CORP,1573857,41156
SENECA FOODS CORP NEW,8787,269
SENIOR HSG PPTYS TR,3394697,82458
SENOMYX INC,114643,992
SENSATA TECHNOLOGIES HLDG NV,6604123,308941
SENSIENT TECHNOLOGIES CORP,82924,4621
SEQUENOM INC,51641,200
SEQUENTIAL BRANDS GROUP INC,105626,1459
SERVICE CORP INTL,295436,6122
SERVICENOW INC,2563036,158806
SERVICESOURCE INTL LLC,66204,384
SESA STERLITE LTD,282241,5464
SFX ENTMT INC,258732,2096
SHANDA GAMES LTD,220091,1461
SHAW COMMUNICATIONS INC,325529,8353
SHENANDOAH TELECOMMUNICATION,34264,1044
SHERWIN WILLIAMS CO,1134677,234775
SHINHAN FINANCIAL GROUP CO L,109961,5043
SHIP FINANCE INTERNATIONAL L,298143,5543
SHIRE PLC,886065,208659
SHOE CARNIVAL INC,772739,15957
SHORETEL INC,57020,372
SHUTTERFLY INC,34953,1505
SHUTTERSTOCK INC,21301,1768
SIBANYE GOLD LTD,332707,3670
SIERRA BANCORP,215962,3412
SIERRA WIRELESS INC,115929,2338
SIGA TECHNOLOGIES INC,104046,293
SIGMA ALDRICH CORP,441338,44787
SIGMA DESIGNS INC,100829,462
SIGNATURE BK NEW YORK N Y,1780152,224619
SIGNET JEWELERS LIMITED,273644,30263
SILGAN HOLDINGS INC,61947,3148
SILICON GRAPHICS INTL CORP,18160,175
SILICON IMAGE INC,43228,218
SILICON LABORATORIES INC,65947,3248
SILICON MOTION TECHNOLOGY CO,23652,483
SILICONWARE PRECISION INDS L,149882,1230
SILVER BAY RLTY TR CORP,85684,1398
SILVER STD RES INC,118709,1028
SILVER WHEATON CORP,766060,20125
SILVERCORP METALS INC,677717,1437
SIMMONS 1ST NATL CORP,8334,328
SIMON PPTY GROUP INC NEW,2634967,438143
SIMPSON MANUFACTURING CO INC,31510,1146
SINA CORP,500511,24910
SINCLAIR BROADCAST GROUP INC,316028,10982
SINOVAC BIOTECH LTD,166803,941
SIRIUS XM HLDGS INC,5432725,18797
SIRONA DENTAL SYSTEMS INC,970051,79991
SIX FLAGS ENTMT CORP NEW,357209,15199
SIZMEK INC,136058,1297
SJW CORP,22392,609
SK TELECOM LTD,428676,11120
SKECHERS U S A INC,134028,6125
SKILLED HEALTHCARE GROUP INC,125002,786
SKULLCANDY INC,17491,127
SKYWEST INC,386653,4725
SKYWORKS SOLUTIONS INC,583871,27419
SL GREEN RLTY CORP,584237,63921
SLM CORP,51144439,425011
SM ENERGY CO,500775,42116
SMART TECHNOLOGIES INC,19700,56
SMITH & NEPHEW PLC,39860,3559
SMITH & WESSON HLDG CORP,56672,824
SMITH A O,433956,21516
SMUCKER J M CO,326384,34783
SNAP ON INC,265261,31439
SNYDERS-LANCE INC,48370,1280
SOCIEDAD QUIMICA MINERA DE C,182522,5350
SODASTREAM INTERNATIONAL LTD,7926,266
SOHU COM INC,161999,9346
SOLAR CAP LTD,559987,11916
SOLAR SR CAP LTD,261645,4417
SOLARCITY CORP,130937,9244
SOLARWINDS INC,141872,5485
SOLAZYME INC,25072,295
SOLERA HOLDINGS INC,115208,7736
SONIC AUTOMOTIVE INC,1338110,35701
SONIC CORP,243574,5378
SONOCO PRODS CO,160565,7054
SONUS NETWORKS INC,230274,827
SONY CORP,417591,7003
SORRENTO THERAPEUTICS INC,15167,102
SOTHEBYS,241494,10140
SOUFUN HLDGS LTD,2500472,24479
SOURCE CAP INC,17426,1219
SOUTH JERSEY INDS INC,61622,3723
SOUTHCOAST FINANCIAL CORP,340211,2473
SOUTHCROSS ENERGY PARTNERS L,32843,755
SOUTHERN CO,4476083,203125
SOUTHERN COPPER CORP,707823,21496
SOUTHERN NATL BANCORP OF VA,40501,452
SOUTHSIDE BANCSHARES INC,43375,1256
SOUTHWEST AIRLS CO,5276748,141733
SOUTHWEST BANCORP INC OKLA,995638,16986
SOUTHWEST GAS CORP,1643897,86781
SOUTHWESTERN ENERGY CO,4628893,210568
SOVRAN SELF STORAGE INC,169296,13078
SP PLUS CORP,15528,332
SPANSION INC,73714,1553
SPARK NETWORKS INC,34697,197
SPARTAN MTRS INC,39400,179
SPARTANNASH CO,113457,2383
SPDR DOW JONES INDL AVRG ETF,3835547,643950
SPDR GOLD TRUST,1586343,203116
SPDR INDEX SHS FDS,36020789,1581227
SPDR S&P 500 ETF TR,51950725,10167795
SPDR S&P MIDCAP 400 ETF TR,1664202,433625
SPDR SER TR,733683,20047
SPDR SERIES TRUST,70541631,3770926
SPECTRA ENERGY CORP,5967798,253512
SPECTRA ENERGY PARTNERS LP,230696,12307
SPECTRANETICS CORP,58635,1342
SPECTRUM BRANDS HLDGS INC,1275991,109774
SPECTRUM PHARMACEUTICALS INC,1223321,9946
SPEED COMM INC,28793,108
SPEEDWAY MOTORSPORTS INC,15352,280
SPHERIX INC,19190,34
SPIRIT AEROSYSTEMS HLDGS INC,302454,10192
SPIRIT AIRLS INC,285882,18079
SPIRIT RLTY CAP INC NEW,664368,7547
SPLUNK INC,147179,8143
SPORTSMANS WHSE HLDGS INC,94929,759
SPRAGUE RES LP,951114,24204
SPRINGLEAF HLDGS INC,19647,510
SPRINT CORP,3751382,32000
SPROTT PHYSICAL SILVER TR,25566,217
SPROUTS FMRS MKT INC,563625,18441
SPS COMM INC,4730,299
SPX CORP,101356,10968
SS&C TECHNOLOGIES HLDGS INC,1476992,65313
ST JOE CO,48038,1222
ST JUDE MED INC,1234900,85517
STAAR SURGICAL CO,86386,1451
STAGE STORES INC,223789,4182
STAMPS COM INC,75208,2534
STANCORP FINL GROUP INC,115109,7367
STANDARD MTR PRODS INC,26694,1192
STANDARD PAC CORP NEW,6876672,59139
STANDEX INTL CORP,20909,1558
STANLEY BLACK & DECKER INC,1801716,158227
STANLEY FURNITURE CO INC,13060,35
STANTEC INC,22887,1419
STAPLES INC,14744347,159829
STARBUCKS CORP,3980297,307995
STARWOOD HOTELS&RESORTS WRLD,3690834,298294
STARWOOD PPTY TR INC,10542953,250606
STARWOOD WAYPOINT RESIDENTL,269682,7068
STARZ,167100,4978
STATE AUTO FINL CORP,12449,292
STATE STR CORP,1452491,97695
STATOIL ASA,1376371,42433
STEALTHGAS INC,76648,851
STEEL DYNAMICS INC,719215,12910
STEELCASE INC,211331,3198
STEIN MART INC,12240,170
STEINER LEISURE LTD,7161,310
STELLUS CAP INVT CORP,22089,324
STEMCELLS INC,13916,28
STEMLINE THERAPEUTICS INC,330914,4855
STEPAN CO,30939,1635
STERICYCLE INC,312522,37008
STERIS CORP,111526,5964
STERLING BANCORP DEL,108050,1297
STERLING CONSTRUCTION CO INC,23024,216
STEWART INFORMATION SVCS COR,47669,1478
STIFEL FINL CORP,1208582,57227
STILLWATER MNG CO,208437,3658
STMICROELECTRONICS N V,1183822,10524
STOCK BLDG SUPPLY HLDGS INC,48143,950
STOCK YDS BANCORP INC,18315,548
STONE ENERGY CORP,183511,8587
STONECASTLE FINL CORP,8900,226
STONEGATE MTG CORP,19844,277
STONERIDGE INC,2275006,24388
STRAIGHT PATH COMMUNICATNS I,81695,833
STRATASYS LTD,27676,3145
STRATEGIC HOTELS & RESORTS I,8572771,100387
STRATUS PPTYS INC,24987,401
STRAYER ED INC,72861,3826
STRYKER CORP,995233,83918
STURM RUGER & CO INC,26242,1549
SUBURBAN PROPANE PARTNERS L,734114,33769
SUCAMPO PHARMACEUTICALS INC,14574,101
SUMITOMO MITSUI FINL GROUP I,1245625,10550
SUMMIT HOTEL PPTYS,18651,198
SUMMIT MIDSTREAM PARTNERS LP,3262786,165913
SUMMIT ST BK SANTA ROSA CALI,208055,2738
SUN BANCORP INC,11265,45
SUN CMNTYS INC,887096,44212
SUN HYDRAULICS CORP,19896,808
SUN LIFE FINL INC,414101,15202
SUNCOKE ENERGY INC,388216,8347
SUNCOKE ENERGY PARTNERS L P,497622,15028
SUNCOR ENERGY INC NEW,1755462,74835
SUNEDISON INC,1106749,25012
SUNEDISON SEMICONDUCTOR LTD,81920,1387
SUNESIS PHARMACEUTICALS INC,19677,128
SUNGY MOBILE LTD,17002,234
SUNOCO LOGISTICS PRTNRS L P,11376174,535931
SUNPOWER CORP,137110,5619
SUNSHINE HEART INC,70440,394
SUNSTONE HOTEL INVS INC NEW,1021148,15246
SUNTRUST BKS INC,4408412,176601
SUPER MICRO COMPUTER INC,29582,748
SUPERIOR DRILLING PRODS INC,26187,170
SUPERIOR ENERGY SVCS INC,365493,13209
SUPERIOR INDS INTL INC,13455,277
SUPERIOR UNIFORM GP INC,11780,191
SUPERNUS PHARMACEUTICALS INC,12984,142
SUPERVALU INC,372843,3065
SUPPORT COM INC,118060,320
SURGICAL CARE AFFILIATES INC,1136551,33051
SURMODICS INC,18882,404
SUSQUEHANNA BANCSHARES INC P,614238,6487
SUSSER HLDGS CORP,238679,19266
SUSSER PETE PARTNERS LP,902520,42356
SVB FINL GROUP,397514,46357
SWEDISH EXPT CR CORP,53369,428
SWIFT ENERGY CO,118897,1543
SWIFT TRANSN CO,298799,7539
SWS GROUP INC,11338,83
SYKES ENTERPRISES INC,12003,261
SYMANTEC CORP,2544400,58267
SYMETRA FINL CORP,392608,8928
SYMMETRY MED INC,15077,134
SYNACOR INC,11881,30
SYNAGEVA BIOPHARMA CORP,124100,13005
SYNAPTICS INC,46465,4212
SYNCHRONOSS TECHNOLOGIES INC,50276,1757
SYNERGY PHARMACEUTICALS INC,53477,218
SYNERGY RES CORP,333498,4419
SYNGENTA AG,112829,8440
SYNNEX CORP,31519,2296
SYNOPSYS INC,770011,29892
SYNOVUS FINL CORP,351379,8566
SYNTA PHARMACEUTICALS CORP,760931,3112
SYNTEL INC,28348,2437
SYNTHETIC BIOLOGICS INC,49812,86
SYPRIS SOLUTIONS INC,10224,57
SYSCO CORP,2131957,79842
SYSOREX GLOBAL HLDGS CORP,22123,86
SYSTEMAX INC,11467,165
T-MOBILE US INC,1106058,37186
TABLEAU SOFTWARE INC,66686,4756
TAHOE RES INC,39953,1047
TAIWAN SEMICONDUCTOR MFG LTD,4744458,101484
TAKE-TWO INTERACTIVE SOFTWAR,591099,13146
TAL ED GROUP,302949,8331
TAL INTL GROUP INC,205907,9134
TALISMAN ENERGY INC,596733,6326
TALLGRASS ENERGY PARTNERS LP,248274,9633
TALMER BANCORP INC,2112065,29125
TAMINCO CORP,1663377,38690
TANGER FACTORY OUTLET CTRS I,2577540,90137
TANGOE INC,12832,193
TANZANIAN ROYALTY EXPL CORP,725329,1639
TARGA RES CORP,1778660,248248
TARGA RESOURCES PARTNERS LP,3902340,280656
TARGACEPT INC,117870,532
TARGET CORP,3073988,178138
TARO PHARMACEUTICAL INDS LTD,12394,1738
TASEKO MINES LTD,17197,43
TASER INTL INC,100577,1338
TATA MTRS LTD,63421,2477
TAUBMAN CTRS INC,2554430,193651
TAYLOR MORRISON HOME CORP,115002,2578
TC PIPELINES LP,755789,39044
TCF FINL CORP,296490,4853
TCP CAP CORP,126123,2297
TD AMERITRADE HLDG CORP,712658,22342
TE CONNECTIVITY LTD,1647429,101877
TEAM HEALTH HOLDINGS INC,89144,4452
TEAM INC,13538,555
TEARLAB CORP,64530,314
TECH DATA CORP,96080,6007
TECHNE CORP,141521,13100
TECK RESOURCES LTD,838832,19151
TECO ENERGY INC,1167381,21573
TECUMSEH PRODS CO,51928,264
TEEKAY CORPORATION,338189,21052
TEEKAY LNG PARTNERS L P,640594,29557
TEEKAY OFFSHORE PARTNERS L P,6276239,226572
TEEKAY TANKERS LTD,47610,204
TEJON RANCH CO,6861,221
TEKMIRA PHARMACEUTICALS CORP,4067,53
TELECOM ARGENTINA S A,92338,2175
TELECOM ITALIA S P A NEW,209720,2647
TELECOMMUNICATION SYS INC,20787,68
TELEDYNE TECHNOLOGIES INC,577874,56152
TELEFLEX INC,229881,24276
TELEFONICA BRASIL SA,1214970,24919
TELEFONICA S A,1513435,25970
TELENAV INC,48226,274
TELEPHONE & DATA SYS INC,176320,4603
TELETECH HOLDINGS INC,85038,2465
TELUS CORP,319616,11903
TEMPLETON EMERG MKTS INCOME,12801,177
TEMPLETON GLOBAL INCOME FD,97253,803
TEMPUR SEALY INTL INC,212852,12708
TENARIS S A,1022071,48191
TENET HEALTHCARE CORP,2914694,136815
TENNANT CO,9202,702
TENNECO INC,965993,63466
TERADATA CORP DEL,705102,28345
TERADYNE INC,977142,19152
TEREX CORP NEW,3184937,130901
TERRENO RLTY CORP,2387018,46141
TESARO INC,592119,18421
TESCO CORP,759704,16212
TESLA MTRS INC,870179,208896
TESORO CORP,3716649,218056
TESORO LOGISTICS LP,3208107,235475
TESSERA TECHNOLOGIES INC,24133,533
TETRA TECH INC NEW,35274,970
TETRA TECHNOLOGIES INC DEL,2644546,31153
TETRALOGIC PHARMACEUTICALS C,37853,223
TEVA PHARMACEUTICAL INDS LTD,1213707,63622
TEXAS CAPITAL BANCSHARES INC,1180543,63690
TEXAS INDS INC,41999,3879
TEXAS INSTRS INC,6102457,291637
TEXAS ROADHOUSE INC,220347,5729
TEXTAINER GROUP HOLDINGS LTD,21714,838
TEXTRON INC,8696014,332971
TEXTURA CORP,59070,1396
TFS FINL CORP,45362,647
TG THERAPEUTICS INC,10282,97
TGC INDS INC,16418,89
THE ADT CORPORATION,961680,33601
THERAPEUTICSMD INC,21996,97
THERAVANCE BIOPHARMA INC,7346,234
THERAVANCE INC,491188,14627
THERMO FISHER SCIENTIFIC INC,1045398,123356
THERMON GROUP HLDGS INC,1227770,32315
THIRD PT REINS LTD,412738,6298
THL CR INC,419481,5873
THOMPSON CREEK METALS CO INC,3813191,11287
THOMSON REUTERS CORP,2275438,82735
THOR INDS INC,56854,3234
THORATEC CORP,202945,7074
THRESHOLD PHARMACEUTICAL INC,19160,76
TIBCO SOFTWARE INC,5071555,102294
TICC CAPITAL CORP,186407,1845
TIDEWATER INC,74607,4189
TIFFANY & CO NEW,290074,29080
TILE SHOP HLDGS INC,15497,237
TILLYS INC,14729,118
TIM HORTONS INC,2688313,147131
TIM PARTICIPACOES S A,44518,1292
TIME INC NEW,1619641,39228
TIME WARNER CABLE INC,1244853,183366
TIME WARNER INC,3699111,259862
TIMKEN CO,3852462,261351
TIMMINS GOLD CORP,12076,21
TITAN INTL INC ILL,85226,1434
TITAN MACHY INC,10067,166
TIVO INC,75379,973
TJX COS INC NEW,2597797,138072
TOLL BROTHERS INC,10015646,369577
TOOTSIE ROLL INDS INC,20196,595
TORCHMARK CORP,592591,48545
TORNIER N V,1620821,37895
TORO CO,365410,23240
TORONTO DOMINION BK ONT,1813075,93210
TOTAL S A,1344297,97059
TOTAL SYS SVCS INC,900894,28297
TOWER GROUP INTL LTD,182137,328
TOWER INTL INC,165193,6086
TOWER SEMICONDUCTOR LTD,102138,927
TOWERS WATSON & CO,138597,14446
TOWERSTREAM CORP,57553,112
TOWN SPORTS INTL HLDGS INC,1673586,11129
TOYOTA MOTOR CORP,282659,33823
TPG SPECIALTY LENDING INC,18696,408
TRACTOR SUPPLY CO,485193,29306
TRADE STR RESIDENTIAL INC,69876,523
TRANSALTA CORP,217169,2664
TRANSATLANTIC PETROLEUM LTD,15683,179
TRANSCANADA CORP,1771809,84550
TRANSDIGM GROUP INC,137782,23046
TRANSENTERIX INC,20518,103
TRANSMONTAIGNE PARTNERS L P,19648,860
TRANSOCEAN LTD,1113424,50138
TRAVELCENTERS OF AMERICA LLC,174737,1552
TRAVELERS COMPANIES INC,2051542,192989
TRAVELZOO INC,14308,277
TRC COS INC,24811,154
TREDEGAR CORP,179090,4192
TREEHOUSE FOODS INC,1432237,114679
TREMOR VIDEO INC,46266,218
TREVENA INC,10106,57
TREX CO INC,970793,27978
TRI CONTL CORP,52273,1097
TRI POINTE HOMES INC,1095113,17215
TRIANGLE CAP CORP,116490,3305
TRIANGLE PETE CORP,292495,3437
TRICO BANCSHARES,583358,13498
TRIMAS CORP,13670,522
TRIMBLE NAVIGATION LTD,381136,14083
TRINA SOLAR LIMITED,321306,4122
TRINET GROUP INC,596151,14350
TRINITY INDS INC,678409,29660
TRINSEO S A,20828,433
TRIPADVISOR INC,495368,53827
TRIPLE-S MGMT CORP,41572,746
TRIPLEPOINT VENTR GRW BDC CO,224925,3684
TRIQUINT SEMICONDUCTOR INC,218575,3456
TRISTATE CAP HLDGS INC,25467,360
TRIUMPH GROUP INC NEW,3665890,255953
TRIVASCULAR TECHNOLOGIES INC,42275,658
TRONOX LTD,121897,3279
TRUEBLUE INC,684195,18863
TRUECAR INC,17635,261
TRUETT-HURST INC,11062,55
TRULIA INC,1029759,48790
TRUSTCO BK CORP N Y,45474,304
TRUSTMARK CORP,389268,9611
TRW AUTOMOTIVE HLDGS CORP,105686,9461
TSAKOS ENERGY NAVIGATION LTD,1424490,9530
TTM TECHNOLOGIES  INC,198698,1629
TUESDAY MORNING CORP,13223,236
TUMI HLDGS INC,66633,1341
TUPPERWARE BRANDS CORP,78296,6554
TURQUOISE HILL RES LTD,9983212,33344
TUTOR PERINI CORP,49183,1561
TW TELECOM INC,2937271,118402
TWENTY FIRST CENTY FOX INC,13763059,482831
TWITTER INC,1220615,50008
TWO HBRS INVT CORP,6741389,70649
TYCO INTERNATIONAL LTD,2886013,131602
TYLER TECHNOLOGIES INC,15756,1437
TYSON FOODS INC,6230794,233905
U M H PROPERTIES INC,17153,172
U S G CORP,239650,7221
U S GEOTHERMAL INC,739990,444
U S PHYSICAL THERAPY INC,11622,397
U S SILICA HLDGS INC,157608,8738
UBIQUITI NETWORKS INC,56060,2533
UBS AG,13858708,253892
UBS AG JERSEY BRH,10933,274
UCP INC,17281,236
UDR INC,859806,24616
UGI CORP NEW,287820,14535
UIL HLDG CORP,36053,1396
