nameOfIssuer,sshPrnamt,value
LOCKHEED MARTIN CORP,1075915,196656
LOEWS CORP,649354,27052
LOGITECH INTL S A,3041378,38990
LOGMEIN INC,245580,11314
LOMBARD MED INC,15800,122
LORAL SPACE & COMMUNICATNS I,13899,998
LORILLARD INC,1039533,62278
LOUISIANA PAC CORP,177329,2410
LOWES COS INC,3960097,209568
LOXO ONCOLOGY INC,40040,526
LPL FINL HLDGS INC,194141,8940
LSB INDS INC,12240,437
LSI INDS INC,114090,692
LTC PPTYS INC,83314,3074
LUBYS INC,29176,155
LUCAS ENERGY INC,33484,15
LULULEMON ATHLETICA INC,326299,13707
LUMBER LIQUIDATORS HLDGS INC,1487098,85330
LUMENIS LTD,341383,3042
LUMINEX CORP DEL,81873,1597
LUMOS NETWORKS CORP,87413,1420
LUNA INNOVATIONS,19535,27
LUXOFT HLDG INC,13113,488
LUXOTTICA GROUP S P A,14772,769
LYDALL INC DEL,12533,339
LYON WILLIAM HOMES,1475188,32601
LYONDELLBASELL INDUSTRIES N,2545113,276551
M & T BK CORP,2462035,303544
M D C HLDGS INC,94680,2398
M/I HOMES INC,1447608,28692
MACERICH CO,982682,62725
MACK CALI RLTY CORP,2069282,39544
MACKINAC FINL CORP,12514,141
MACQUARIE INFRASTR CO LLC,478391,31909
MACROCURE LTD,11245,81
MACROGENICS INC,11065,231
MACYS INC,1781244,103632
MADDEN STEVEN LTD,931056,30008
MADISON SQUARE GARDEN CO,82723,5470
MAG SILVER CORP,19028,142
MAGELLAN HEALTH INC,130158,7123
MAGELLAN MIDSTREAM PRTNRS LP,10597388,892088
MAGELLAN PETE CORP,47600,101
MAGICJACK VOCALTEC LTD,49342,486
MAGNA INTL INC,455324,43214
MAGNACHIP SEMICONDUCTOR CORP,33489,392
MAGNEGAS CORP,67725,78
MAGNETEK INC,10958,343
MAGNUM HUNTER RES CORP DEL,158070,880
MAIDEN HOLDINGS LTD,3844201,42594
MAIN STREET CAPITAL CORP,198709,6088
MAINSOURCE FINANCIAL GP INC,10328,178
MALLINCKRODT PUB LTD CO,2096012,188955
MAM SOFTWARE GROUP INC,10061,54
MANAGED DURATION INVT GRD FU,21099,282
MANAGED HIGH YIELD PLUS FD I,43049,86
MANDALAY DIGITAL GROUP INC,14812,68
MANHATTAN ASSOCS INC,338039,11298
MANITOWOC INC,176348,4136
MANNING & NAPIER INC,11488,193
MANNKIND CORP,226331,1338
MANPOWERGROUP INC,593897,41632
MANTECH INTL CORP,140350,3782
MANULIFE FINL CORP,1405993,27066
MARATHON OIL CORP,1573801,59160
MARATHON PETE CORP,3629015,307268
MARCHEX INC,122074,507
MARCUS & MILLICHAP INC,23910,724
MARIN SOFTWARE INC,133389,1147
MARINEMAX INC,25204,425
MARINUS PHARMACEUTICALS INC,52908,342
MARKEL CORP,41664,26505
MARKET VECTORS ETF TR,13634932,649132
MARKETAXESS HLDGS INC,398873,24674
MARKETO INC,30845,996
MARKIT LTD,1859814,43427
MARKWEST ENERGY PARTNERS L P,4529917,347989
MARLIN BUSINESS SVCS CORP,41513,761
MARRIOTT INTL INC NEW,955666,66801
MARRIOTT VACATIONS WRLDWDE C,879599,55775
MARRONE BIO INNOVATIONS INC,16711,44
MARSH & MCLENNAN COS INC,1686835,88289
MARTEN TRANS LTD,75976,1353
MARTIN MARIETTA MATLS INC,106891,13783
MARTIN MIDSTREAM PRTNRS L P,18804,701
MARVELL TECHNOLOGY GROUP LTD,2275242,30670
MASCO CORP,1078699,25803
MASIMO CORP,120331,2560
MASONITE INTL CORP NEW,739226,40938
MAST THERAPEUTICS INC,30577,17
MASTEC INC,110006,3369
MASTERCARD INC,6062033,448106
MATADOR RES CO,41901,1083
MATERION CORP,109485,3358
MATRIX SVC CO,26992,651
MATSON INC,102270,2560
MATTEL INC,1824394,55918
MATTERSIGHT CORP,37654,204
MATTHEWS INTL CORP,6890,302
MATTRESS FIRM HLDG CORP,4332,260
MATTSON TECHNOLOGY INC,32305,80
MAVENIR SYS INC,1286399,16157
MAXIM INTEGRATED PRODS INC,9421736,284914
MAXIMUS INC,183259,7354
MAXLINEAR INC,10841,75
MAXWELL TECHNOLOGIES INC,20830,182
MAZOR ROBOTICS LTD,33775,398
MB FINANCIAL INC NEW,2186328,60517
MBIA INC,1316031,12081
MBT FINL CORP,33537,160
MCCLATCHY CO,57758,194
MCCORMICK & CO INC,2668411,178517
MCDERMOTT INTL INC,184559,1056
MCDONALDS CORP,2864859,271617
MCEWEN MNG INC,388112,760
MCG CAPITAL CORP,225933,795
MCGRATH RENTCORP,24778,847
MCGRAW HILL FINL INC,649044,54812
MCKESSON CORP,1305712,254183
MDC PARTNERS INC,53299,1023
MDU RES GROUP INC,675938,18797
MEAD JOHNSON NUTRITION CO,1157582,111383
MEADOWBROOK INS GROUP INC,1878256,10988
MEADWESTVACO CORP,673484,27572
MEASUREMENT SPECIALTIES INC,17828,1526
MECHEL OAO,550553,622
MEDALLION FINL CORP,134988,1574
MEDASSETS INC,1549227,32100
MEDICAL ACTION INDS INC,84990,1171
MEDICAL PPTYS TRUST INC,786605,9644
MEDICAL TRANSCRIPTION BLG CO,39182,139
MEDICINES CO,268627,5996
MEDIDATA SOLUTIONS INC,36579,1620
MEDIFAST INC,7134,234
MEDIVATION INC,1070582,105848
MEDIWOUND LTD,25529,161
MEDLEY CAP CORP,152632,1803
MEDLEY MGMT INC,119300,2013
MEDNAX INC,594367,32583
MEDTRONIC INC,5554712,344114
MEETME INC,63889,126
MEI PHARMA INC,62045,428
MELA SCIENCES INC,42551,73
MELCO CROWN ENTMT LTD,1062981,27946
MELLANOX TECHNOLOGIES LTD,4346,195
MEMORIAL PRODTN PARTNERS LP,2461485,54152
MEMORIAL RESOURCE DEV CORP,758250,20556
MENS WEARHOUSE INC,931846,44002
MENTOR GRAPHICS CORP,166508,3413
MERCADOLIBRE INC,74164,8057
MERCER INTL INC,50857,496
MERCK & CO INC NEW,10314318,611432
MERCURY GENL CORP NEW,618368,30183
MERCURY SYS INC,13364,147
MEREDITH CORP,40643,1740
MERIDIAN BIOSCIENCE INC,111817,1978
MERIT MED SYS INC,8085,96
MERITAGE HOMES CORP,1151973,40895
MERITOR INC,106977,1161
MERRIMACK PHARMACEUTICALS IN,309812,2720
MERU NETWORKS INC,68474,261
METABOLIX INC,43736,40
METALICO INC,48559,53
METHANEX CORP,960715,64176
METHODE ELECTRS INC,31726,1169
METLIFE INC,13536428,726710
METTLER TOLEDO INTERNATIONAL,476906,122150
MFA FINL INC,7508149,58414
MFS CHARTER INCOME TR,19804,175
MFS INTER INCOME TR,15782,79
MFS MULTIMARKET INCOME TR,31350,201
MFS MUN INCOME TR,97978,642
MGE ENERGY INC,6664,248
MGIC INVT CORP WIS,13594835,106176
MGM RESORTS INTERNATIONAL,5383130,122628
MGP INGREDIENTS INC NEW,16058,210
MICHAEL KORS HLDGS LTD,1339784,95647
MICHAELS COS INC,25595,447
MICREL INC,54286,653
MICROCHIP TECHNOLOGY INC,362833,17137
MICRON TECHNOLOGY INC,9271497,317642
MICROSEMI CORP,55790,1417
MICROSOFT CORP,45572125,2112725
MICROSTRATEGY INC,21777,2849
MICROVISION INC DEL,12271,24
MID-AMER APT CMNTYS INC,908289,59629
MIDDLEBY CORP,95035,8375
MIDDLESEX WATER CO,33841,663
MIDSTATES PETE CO INC,61981,313
MIDWAY GOLD CORP,524305,545
MILLENNIAL MEDIA INC,54829,102
MILLER HERMAN INC,70604,2108
MILLER INDS INC TENN,46945,793
MIMEDX GROUP INC,108093,771
MINDRAY MEDICAL INTL LTD,21712,655
MINERALS TECHNOLOGIES INC,446462,27552
MINERVA NEUROSCIENCES INC,46270,280
MIRATI THERAPEUTICS INC,36685,642
MITEK SYS INC,43770,105
MITEL NETWORKS CORP,10469,96
MITSUBISHI UFJ FINL GROUP IN,4889055,27427
MIZUHO FINL GROUP INC,2024433,7227
MKS INSTRUMENT INC,1565106,52243
MOBILE MINI INC,1199154,41934
MOBILE TELESYSTEMS OJSC,1788943,26726
MOBILEIRON INC,155535,1733
MOBILEYE N V AMSTELVEEN,16337990,875553
MODEL N INC,289979,2859
MODINE MFG CO,273677,3248
MODUSLINK GLOBAL SOLUTIONS I,30082,107
MOELIS & CO,437748,14949
MOHAWK INDS INC,1310582,176693
MOLINA HEALTHCARE INC,70043,2963
MOLSON COORS BREWING CO,1027633,76497
MOLYCORP INC DEL,315145,375
MOMENTA PHARMACEUTICALS INC,308172,3494
MONARCH CASINO & RESORT INC,12473,149
MONDELEZ INTL INC,3927509,134576
MONEYGRAM INTL INC,38028,477
MONMOUTH REAL ESTATE INVT CO,17716,179
MONOLITHIC PWR SYS INC,25037,1103
MONOTYPE IMAGING HOLDINGS IN,1209521,34254
MONRO MUFFLER BRAKE INC,430003,20868
MONSANTO CO NEW,9740070,1095856
MONSTER BEVERAGE CORP,410894,37666
MONSTER WORLDWIDE INC,152735,840
MONTAGE TECHNOLOGY GROUP LTD,103955,2172
MONTPELIER RE HOLDINGS LTD,94980,2953
MOODYS CORP,705436,66664
MOOG INC,1015749,69478
MORGAN STANLEY,7161746,247582
MORGAN STANLEY ASIA PAC FD I,633549,10340
MORGAN STANLEY EM MKTS DM DE,40306,476
MORGAN STANLEY EMER MKTS DEB,24356,236
MORGANS HOTEL GROUP CO,30076,243
MORNINGSTAR INC,18123,1231
MOSAIC CO NEW,614399,27286
MOSYS INC,106023,257
MOTOROLA SOLUTIONS INC,3213650,203360
MOVADO GROUP INC,1063933,35174
MOVE INC,67450,1413
MPLX LP,772690,45542
MRC GLOBAL INC,83098,1938
MSA SAFETY INC,56085,2770
MSC INDL DIRECT INC,229472,19611
MSCI INC,291549,13709
MTS SYS CORP,3480,238
MUELLER INDS INC,24140,689
MUELLER WTR PRODS INC,177001,1465
MULTI FINELINE ELECTRONIX IN,22796,213
MULTIMEDIA GAMES HLDG CO INC,54284,1955
MURPHY OIL CORP,1717433,97739
MURPHY USA INC,134181,7120
MVC CAPITAL INC,63269,681
MWI VETERINARY SUPPLY INC,4033,598
MYERS INDS INC,14371,254
MYLAN INC,22146107,1007428
MYOS CORP,20407,290
MYR GROUP INC DEL,1035753,24941
MYRIAD GENETICS INC,262142,10110
NABORS INDUSTRIES LTD,1320580,30056
NACCO INDS INC,21367,1062
NANOMETRICS INC,11012,166
NANOSPHERE INC,95317,54
NANOVIRICIDES INC,130931,393
NASDAQ OMX GROUP INC,4642585,196939
NATIONAL BEVERAGE CORP,13210,258
NATIONAL BK GREECE S A,197202,594
NATIONAL BK HLDGS CORP,28199,539
NATIONAL CINEMEDIA INC,115709,1679
NATIONAL FUEL GAS CO N J,255827,17905
NATIONAL GEN HLDGS CORP,844630,14266
NATIONAL GRID PLC,168050,12079
NATIONAL HEALTH INVS INC,1395453,79736
NATIONAL HEALTHCARE CORP,4636,257
NATIONAL INSTRS CORP,180733,5590
NATIONAL OILWELL VARCO INC,1688378,128486
NATIONAL PENN BANCSHARES INC,327718,3182
NATIONAL RETAIL PROPERTIES I,2257829,78053
NATIONSTAR MTG HLDGS INC,303092,10378
NATURAL GAS SERVICES GROUP,20602,496
NATURAL RESOURCE PARTNERS L,128325,1673
NATUS MEDICAL INC DEL,106223,3135
NAUTILUS INC,31152,373
NAVIDEA BIOPHARMACEUTICALS I,20041,26
NAVIENT CORP,40542847,718014
NAVIGANT CONSULTING INC,109950,1529
NAVIGATOR HOLDINGS LTD,81043,2255
NAVIGATORS GROUP INC,10253,631
NAVIOS MARITIME ACQUIS CORP,2936287,7958
NAVIOS MARITIME HOLDINGS INC,191688,1150
NAVIOS MARITIME PARTNERS L P,3349925,59729
NAVISTAR INTL CORP NEW,64096,2109
NBT BANCORP INC,21791,491
NCI BUILDING SYS INC,1137766,22073
NCI INC,10823,103
NCR CORP NEW,534662,17863
NEENAH PAPER INC,19298,1032
NEKTAR THERAPEUTICS,306886,3704
NELNET INC,12730,548
NEOGEN CORP,65686,2595
NEOGENOMICS INC,41334,215
NEONODE INC,40767,88
NEOPHOTONICS CORP,35238,118
NEOSTEM INC,67110,371
NET 1 UEPS TECHNOLOGIES INC,49313,594
NET ELEMENT INC,31322,67
NETAPP INC,4495778,193139
NETEASE INC,119824,10264
NETFLIX INC,140482,63383
NETGEAR INC,35598,1113
NETLIST INC,58686,70
NETQIN MOBILE INC,56483,394
NETSCOUT SYS INC,92486,4236
NETSUITE INC,472091,42271
NEUBERGER BERMAN MLP INCOME,17269,374
NEURALSTEM INC,147439,484
NEUROCRINE BIOSCIENCES INC,617432,9675
NEUROMETRIX INC,28916,52
NEUSTAR INC,100238,2489
NEVSUN RES LTD,248532,897
NEW AMER HIGH INCOME FD INC,11419,107
NEW GOLD INC CDA,405097,2046
NEW HOME CO INC,50692,684
NEW JERSEY RES,66641,3366
NEW MEDIA INVT GROUP INC,241119,4010
NEW MTN FIN CORP,1221554,17945
NEW ORIENTAL ED & TECH GRP I,1961948,45517
NEW RESIDENTIAL INVT CORP,3420336,19941
NEW SOURCE ENERGY PARTNERS L,1270682,30306
NEW YORK & CO INC,45539,138
NEW YORK CMNTY BANCORP INC,6136785,97390
NEW YORK MTG TR INC,31673,229
NEW YORK REIT INC,272031,2796
NEW YORK TIMES CO,315417,3539
NEWCASTLE INVT CORP NEW,2302068,29190
NEWELL RUBBERMAID INC,1040106,35789
NEWFIELD EXPL CO,4151061,153880
NEWLINK GENETICS CORP,14190,304
NEWMARKET CORP,20564,7835
NEWMONT MINING CORP,3492952,80512
NEWPARK RES INC,5326849,66266
NEWPORT CORP,1916782,33966
NEWS CORP NEW,1974614,32274
NEWSTAR FINANCIAL INC,15410,173
NEXPOINT CR STRATEGIES FD,11870,126
NEXSTAR BROADCASTING GROUP I,24312,983
NEXTERA ENERGY INC,2247742,188554
NGL ENERGY PARTNERS LP,7067633,278253
NGP CAP RES CO,144142,891
NIC INC,152122,2619
NICE SYS LTD,16639,679
NIDEC CORP,221021,3740
NIELSEN N V,429111,19022
NIKE INC,6507544,580472
NIMBLE STORAGE INC,148842,3865
NIPPON TELEG & TEL CORP,337912,10513
NISOURCE INC,1208632,49529
NMI HLDGS INC,112533,973
NOAH HLDGS LTD,141752,1902
NOBLE CORP PLC,909049,20199
NOBLE ENERGY INC,2126271,145352
NOKIA CORP,5307678,44903
NOMURA HLDGS INC,849745,5022
NOODLES & CO,13004,250
NORD ANGLIA EDUCATION INC,89240,1517
NORDIC AMERICAN TANKERS LIMI,45381,361
NORDIC AMERN OFFSHORE LTD,24394,430
NORDSON CORP,64435,4902
NORDSTROM INC,408640,27938
NORFOLK SOUTHERN CORP,733733,81885
NORTEK INC,91303,6802
NORTH ATLANTIC DRILLING LTD,5080115,33834
NORTH VALLEY BANCORP,23960,517
NORTHEAST UTILS,679814,30116
NORTHERN DYNASTY MINERALS LT,304802,167
NORTHERN OIL & GAS INC NEV,65931,938
NORTHERN TIER ENERGY LP,3319377,77507
NORTHERN TR CORP,2434491,165618
NORTHFIELD BANCORP INC DEL,73502,1001
NORTHROP GRUMMAN CORP,996095,131245
NORTHSTAR ASSET MGMT GROUP I,1644991,30300
NORTHSTAR RLTY FIN CORP,2037706,36006
NORTHWEST BANCSHARES INC MD,31058,376
NORTHWEST BIOTHERAPEUTICS IN,847129,4261
NORTHWEST NAT GAS CO,43382,1833
NORTHWESTERN CORP,978443,44382
NORWEGIAN CRUISE LINE HLDGS,476141,17151
NOVABAY PHARMACEUTICALS INC,62023,52
NOVACOPPER INC,880040,818
NOVAGOLD RES INC,91068,276
NOVARTIS A G,739324,69593
NOVATEL WIRELESS INC,33091,121
NOVAVAX INC,136632,570
NOVO-NORDISK A S,594726,28321
NOW INC,472413,14366
NPS PHARMACEUTICALS INC,391456,10177
NRG ENERGY INC,5398877,164558
NRG YIELD INC,308352,14508
NTELOS HLDGS CORP,72735,774
NTN BUZZTIME INC,102351,34
NTT DOCOMO INC,342472,5733
NU SKIN ENTERPRISES INC,175810,7916
NUANCE COMMUNICATIONS INC,338947,5225
NUCOR CORP,829996,45053
NUSTAR ENERGY LP,1047714,69086
NUSTAR GP HOLDINGS LLC,1199420,52175
NUTRI SYS INC NEW,11282,173
NUVASIVE INC,679109,23680
NUVEEN BUILD AMER BD FD,91546,1867
NUVEEN BUILD AMER BD OPPTNY,21599,458
NUVEEN CA DIVIDEND ADV MUN F,126785,1807
NUVEEN CONN PREM INCOME MUN,27699,345
NUVEEN CR STRATEGIES INC FD,15553,139
NUVEEN DIVER CURRENCY OPPOR,38186,407
NUVEEN DIVERSIFIED DIV INCM,54615,636
NUVEEN EQTY PRM OPPORTUNITYF,13655,174
NUVEEN MICH QUALITY INCOME M,47302,645
NUVEEN MTG OPPORTUNITY TERM,16439,390
NUVEEN MUN ADVANTAGE FD INC,87913,1186
NUVEEN MUN INCOME FD INC,25699,282
NUVEEN MUN OPPORTUNITY FD IN,262924,3747
NUVEEN MUN VALUE FD INC,473047,4451
NUVEEN NY AMT FREE MUN INCOM,147677,1890
NUVEEN NY DIV ADVANTG MUN FD,14659,193
NUVEEN NY DIVID ADVNTG MUN F,16350,218
NUVEEN NY MUN VALUE FD,21900,213
NUVEEN PFD INCOME OPPRTNY FD,41484,382
NUVEEN PREM INCOME MUN FD,174460,2338
NUVEEN PREM INCOME MUN FD 4,113097,1440
NUVEEN PREMIER MUN INCOME FD,51718,696
NUVEEN QUALITY MUN FD INC,97743,1265
NUVEEN QUALITY PFD INC FD 3,11829,99
NUVEEN QUALITY PFD INCOME FD,69889,577
NUVEEN SELECT MAT MUN FD,36199,379
NUVEEN SELECT QUALITY MUN FD,97953,1339
NUVEEN SELECT TAX FREE INCM,85364,1152
NUVEEN TEX QUALITY INCOME MU,26361,384
NV5 HLDGS INC,18487,176
NVE CORP,5724,369
NVIDIA CORP,8090656,149272
NVR INC,30814,34821
NXP SEMICONDUCTORS N V,277698,19003
NXSTAGE MEDICAL INC,12105,159
O REILLY AUTOMOTIVE INC NEW,338064,50832
OASIS PETE INC NEW,182065,7612
OCCIDENTAL PETE CORP DEL,2213124,212791
OCEAN PWR TECHNOLOGIES INC,62416,74
OCEAN RIG UDW INC,2203648,35523
OCEANEERING INTL INC,385627,25131
OCH ZIFF CAP MGMT GROUP,37812,405
OCI PARTNERS LP,3113513,66878
OCI RES LP,53354,1217
OCLARO INC,145960,209
OCWEN FINL CORP,2409162,63072
ODYSSEY MARINE EXPLORATION I,92380,84
OFFICE DEPOT INC,7225071,37137
OFG BANCORP,199837,2994
OGE ENERGY CORP,416163,15443
OHR PHARMACEUTICAL INC,143740,1042
OI S.A.,11633981,8551
OIL STS INTL INC,2947711,182463
OILTANKING PARTNERS L P,4380370,217222
OLD DOMINION FGHT LINES INC,235024,16602
OLD NATL BANCORP IND,325332,4220
OLD REP INTL CORP,1948031,27818
OLIN CORP,285282,7204
OLYMPIC STEEL INC,53319,1097
OM GROUP INC,133663,3468
OMEGA HEALTHCARE INVS INC,818990,28002
OMEGA PROTEIN CORP,17635,220
OMNICARE CAP TR I,10000,763
OMNICARE CAP TR II,47473,3634
OMNICARE INC,1307567,81409
OMNICELL INC,44117,1206
OMNICOM GROUP INC,494480,34050
OMNIVISION TECHNOLOGIES INC,281225,7441
OMNOVA SOLUTIONS INC,14815,80
ON ASSIGNMENT INC,162421,4361
ON SEMICONDUCTOR CORP,754963,6750
ON TRACK INNOVATION LTD,28315,78
ONCOGENEX PHARMACEUTICALS IN,119601,319
ONCOLYTICS BIOTECH INC,57129,33
ONCONOVA THERAPEUTICS INC,24209,104
ONCOTHYREON INC,40989,79
ONE GAS INC,419464,14366
ONE HORIZON GROUP INC,14056,35
ONEOK INC NEW,4491854,294441
ONEOK PARTNERS LP,5903661,330368
OPEN TEXT CORP,96616,5354
OPEXA THERAPEUTICS INC,33653,33
OPHTHOTECH CORP,235167,9155
OPKO HEALTH INC,2546263,21668
OPLINK COMMUNICATIONS INC,17766,299
OPOWER INC,202433,3818
ORACLE CORP,19685348,753555
ORANGE,468872,6911
ORASURE TECHNOLOGIES INC,28271,204
ORBCOMM INC,69662,401
ORBITAL SCIENCES CORP,32794,912
ORBITZ WORLDWIDE INC,767434,6040
OREXIGEN THERAPEUTICS INC,1055487,4496
ORGANOVO HLDGS INC,372937,2376
ORION ENGINEERED CARBONS S A,108678,1915
ORITANI FINL CORP DEL,1116795,15736
ORIX CORP,53943,3722
ORMAT TECHNOLOGIES INC,16699,439
ORRSTOWN FINL SVCS INC,27987,456
ORTHOFIX INTL N V,95993,2972
OSHKOSH CORP,218022,9626
OSI SYSTEMS INC,32345,2053
OSIRIS THERAPEUTICS INC NEW,13276,167
OTONOMY INC,133052,3193
OTTER TAIL CORP,8957,239
OUTERWALL INC,365574,20508
OVERLAND STORAGE INC,18589,60
OVERSTOCK COM INC DEL,6697,113
OWENS & MINOR INC NEW,116219,3805
OWENS CORNING NEW,201632,6402
OWENS ILL INC,323597,8430
P A M TRANSN SVCS INC,6764,245
P T TELEKOMUNIKASI INDONESIA,30033,1445
PACCAR INC,675018,38392
PACIFIC BIOSCIENCES CALIF IN,383513,1883
PACIFIC COAST OIL TR,14145,145
PACIFIC DRILLING SA LUXEMBOU,3818815,31582
PACIFIC ETHANOL INC,98236,1371
PACIFIC MERCANTILE BANCORP,11065,77
PACIRA PHARMACEUTICALS INC,70330,6816
PACKAGING CORP AMER,3305762,210973
PACWEST BANCORP DEL,1601069,66012
PALL CORP,275398,23051
PALO ALTO NETWORKS INC,102871,10092
PAMPA ENERGIA S A,21655,233
PAN AMERICAN SILVER CORP,196550,2158
PANDORA MEDIA INC,3612727,87283
PANERA BREAD CO,832917,135533
PANHANDLE OIL AND GAS INC,5151,308
PANTRY INC,29380,594
PAPA JOHNS INTL INC,168296,6730
PAPA MURPHYS HLDGS INC,10961,112
PARAGON OFFSHORE PLC,1069540,6577
PARAMOUNT GOLD & SILVER CORP,601589,541
PAREXEL INTL CORP,79090,4990
PARK NATL CORP,16263,1227
PARK OHIO HLDGS CORP,11981,573
PARKER DRILLING CO,219474,1084
PARKER HANNIFIN CORP,736286,84047
PARKERVISION INC,224694,256
PARKWAY PPTYS INC,1124050,21110
PARSLEY ENERGY INC,3384636,72194
PARTNERRE LTD,176597,19407
PATTERN ENERGY GROUP INC,716454,22152
PATTERSON COMPANIES INC,314484,13030
PATTERSON UTI ENERGY INC,664232,21608
PAYCHEX INC,2128556,94083
PBF ENERGY INC,1608842,38612
PBF LOGISTICS LP,1523500,38575
PC-TEL INC,42758,325
PDC ENERGY INC,131850,6630
PDF SOLUTIONS INC,14394,182
PDL BIOPHARMA INC,283504,2118
PEABODY ENERGY CORP,1141673,14134
PEARSON PLC,160275,3209
PEBBLEBROOK HOTEL TR,2457838,91776
PEDEVCO CORP,52258,86
PEGASYSTEMS INC,225614,4311
PEMBINA PIPELINE CORP,2142253,90275
PENDRELL CORP,26428,35
PENFORD CORP,12872,170
PENGROWTH ENERGY CORP,352902,1835
PENN NATL GAMING INC,13889,156
PENN VA CORP,84952,1080
PENN WEST PETE LTD NEW,496588,3352
PENNANTPARK FLOATING RATE CA,64609,890
PENNANTPARK INVT CORP,396416,4325
PENNEY J C INC,2727970,27389
PENNS WOODS BANCORP INC,6887,291
PENNSYLVANIA RL ESTATE INVT,341118,6802
PENNYMAC FINL SVCS INC,11490,168
PENNYMAC MTG INVT TR,218336,4678
PENSKE AUTOMOTIVE GRP INC,198204,8045
PENTAIR PLC,371019,24298
PEOPLES FED BANCSHARES INC,15521,310
PEOPLES UNITED FINANCIAL INC,1542613,22321
PEP BOYS MANNY MOE & JACK,205837,1834
PEPCO HOLDINGS INC,1451280,38836
PEPSICO INC,4127370,384217
PEREGRINE PHARMACEUTICALS IN,17233,23
PEREGRINE SEMICONDUCTOR CORP,284897,3524
PERFECT WORLD CO LTD,29572,582
PERFICIENT INC,39643,594
PERFORMANCE SPORTS GROUP LTD,71889,1155
PERFUMANIA HLDGS INC,13013,83
PERKINELMER INC,929541,40528
PERNIX THERAPEUTICS HLDGS IN,164564,1264
PERRIGO CO PLC,266648,40049
PETMED EXPRESS INC,175816,2391
PETROBRAS ARGENTINA S A,89161,583
PETROCHINA CO LTD,76160,9788
PETROLEO BRASILEIRO SA PETRO,8702386,125630
PETROQUEST ENERGY INC,20996,118
PETSMART INC,141978,9952
PFENEX INC,17361,128
PFIZER INC,39636586,1172054
PG&E CORP,6101015,274790
PGT INC,28659,267
PHARMACYCLICS INC,484631,56910
PHARMERICA CORP,182752,4465
PHH CORP,55161,1234
PHILIP MORRIS INTL INC,3390531,282770
PHILIPPINE LONG DISTANCE TEL,14448,997
PHILLIPS 66,1738411,141350
PHILLIPS 66 PARTNERS LP,252561,16858
PHOENIX COS INC NEW,3841,215
PHOENIX NEW MEDIA LTD,38280,358
PHOTRONICS INC,43353,349
PHYSICIANS RLTY TR,45349,622
PICO HLDGS INC,16872,337
PIEDMONT NAT GAS INC,65579,2199
PIEDMONT OFFICE REALTY TR IN,3292523,58080
PIER 1 IMPORTS INC,328089,3901
PIKE CORP,18073,215
PILGRIMS PRIDE CORP NEW,1395002,42631
PIMCO DYNAMIC CR INCOME FD,41624,935
PIMCO DYNAMIC INCOME FD,34933,1102
PIMCO ETF TR,361194,31297
PIMCO GLOBAL STOCKSPLS INCM,9924,202
PIMCO HIGH INCOME FD,33448,390
PIMCO INCOME OPPORTUNITY FD,8989,248
PIMCO INCOME STRATEGY FUND,19521,233
PIMCO INCOME STRATEGY FUND I,50891,536
PIMCO NY MUNICIPAL INCOME FD,21100,248
PIMCO STRATEGIC INCOME FD IN,12938,128
PINGTAN MARINE ENTERPRISE LT,19187,43
PINNACLE ENTMT INC,365133,9161
PINNACLE FINL PARTNERS INC,1291078,46608
PINNACLE FOODS INC DEL,159729,5215
PINNACLE WEST CAP CORP,307867,16821
PIONEER ENERGY SVCS CORP,535359,7506
PIONEER NAT RES CO,571462,112561
PIPER JAFFRAY COS,215411,11253
PITNEY BOWES INC,682005,17044
PLAINS ALL AMERN PIPELINE L,10313054,607027
PLAINS GP HLDGS L P,12065727,369814
PLANAR SYS INC,18576,70
PLANET PAYMENT INC,46723,92
PLANTRONICS INC NEW,49419,2361
PLATFORM SPECIALTY PRODS COR,83870,2098
PLATINUM UNDERWRITER HLDGS L,21460,1306
PLEXUS CORP,13524,500
PLUG POWER INC,127259,584
PLUM CREEK TIMBER CO INC,410107,15998
PLY GEM HLDGS INC,148903,1614
PMC-SIERRA INC,2892859,21580
PMFG INC,36758,184
PNC FINL SVCS GROUP INC,1811961,155068
PNM RES INC,1584413,39468
POLARIS INDS INC,126083,18886
POLYCOM INC,1289526,15842
POLYMET MINING CORP,18064,20
POLYONE CORP,1815278,64588
POLYPORE INTL INC,102393,3984
POOL CORPORATION,24159,1302
POPEYES LA KITCHEN INC,21225,860
POPULAR INC,63502,1869
PORTER BANCORP INC,16053,16
PORTFOLIO RECOVERY ASSOCS IN,18380,960
PORTLAND GEN ELEC CO,2189112,70314
PORTUGAL TELECOM SGPS S A,304801,637
POSCO,107385,8150
POST HLDGS INC,57701,1914
POST PPTYS INC,1044277,53613
POTASH CORP SASK INC,1439222,49739
POTBELLY CORP,8889,104
POTLATCH CORP NEW,70343,2829
POWELL INDS INC,13561,554
POWER INTEGRATIONS INC,30314,1634
POWERSHARES ACTIVE MNG ETF T,45526,1105
POWERSHARES DB CMDTY IDX TRA,89593,2080
POWERSHARES DB G10 CURCY HAR,78074,2007
POWERSHARES ETF TR II,365195,14137
POWERSHARES ETF TRUST,2153124,77817
POWERSHARES ETF TRUST II,8845007,213922
POWERSHARES GLOBAL ETF FD,44523,943
POWERSHARES GLOBAL ETF TRUST,567832,12311
POWERSHARES QQQ TRUST,7425861,733601
POWERSHS DB MULTI SECT COMM,23397,698
POWERSHS DB US DOLLAR INDEX,131361,3045
