nameOfIssuer,sshPrnamt,value
MECHEL OAO,523125,1083
MEDALLION FINL CORP,47392,626
MEDASSETS INC,1092855,27004
MEDIA GEN INC,80319,1475
MEDICAL ACTION INDS INC,30552,213
MEDICAL PPTYS TRUST INC,572499,7323
MEDICINES CO,440771,12527
MEDIDATA SOLUTIONS INC,73172,3976
MEDIFAST INC,33182,965
MEDIVATION INC,895896,57668
MEDLEY CAP CORP,66619,907
MEDNAX INC,1319709,81795
MEDTRONIC INC,6923064,426045
MEETME INC,18895,62
MEI PHARMA INC,30449,339
MELA SCIENCES INC,58205,36
MELCO CROWN ENTMT LTD,113216,4376
MELLANOX TECHNOLOGIES LTD,75083,2938
MEMORIAL PRODTN PARTNERS LP,2748407,61921
MENS WEARHOUSE INC,1070458,52431
MENTOR GRAPHICS CORP,262706,5785
MERCADOLIBRE INC,17530,1667
MERCER INTL INC,30086,226
MERCK & CO INC NEW,20562968,1167360
MERCURY GENL CORP NEW,598175,26966
MERCURY SYS INC,27093,358
MEREDITH CORP,91092,4229
MERGE HEALTHCARE INC,32574,79
MERIDIAN BIOSCIENCE INC,87485,1906
MERIDIAN INTERSTAT BANCORP I,9787,250
MERIT MED SYS INC,10992,157
MERITAGE HOMES CORP,1057534,44290
MERITOR INC,555861,6809
MERRIMACK PHARMACEUTICALS IN,198328,1000
MERU NETWORKS INC,46942,212
METALICO INC,27621,45
METHANEX CORP,1198516,76634
METHODE ELECTRS INC,74327,2279
METLIFE INC,11601547,609746
METTLER TOLEDO INTERNATIONAL,313107,73793
MFA FINL INC,7509019,58195
MFS CHARTER INCOME TR,112538,1027
MFS INTER INCOME TR,32636,169
MFS MULTIMARKET INCOME TR,22196,145
MFS MUN INCOME TR,96536,627
MGE ENERGY INC,42477,1666
MGIC INVT CORP WIS,10560227,89974
MGM RESORTS INTERNATIONAL,7440732,192417
MICHAEL KORS HLDGS LTD,1135000,105862
MICREL INC,1471281,16302
MICROCHIP TECHNOLOGY INC,592381,28292
MICRON TECHNOLOGY INC,10776867,254981
MICROS SYS INC,477371,25267
MICROSEMI CORP,135368,3389
MICROSOFT CORP,48350066,1981870
MICROSTRATEGY INC,15009,1732
MICROVISION INC DEL,14973,29
MID CON ENERGY PARTNERS LP,158595,3430
MID-AMER APT CMNTYS INC,1363297,93072
MIDDLEBY CORP,25034,6614
MIDDLESEX WATER CO,52985,1156
MIDSTATES PETE CO INC,68151,365
MIDWAY GOLD CORP,51605,54
MILLENNIAL MEDIA INC,55741,386
MILLER ENERGY RES INC,12720,75
MILLER HERMAN INC,96095,3088
MILLER INDS INC TENN,46945,917
MIMEDX GROUP INC,25541,157
MINDRAY MEDICAL INTL LTD,81072,2624
MINERALS TECHNOLOGIES INC,322385,20813
MIRATI THERAPEUTICS INC,28447,542
MISTRAS GROUP INC,10253,233
MITCHAM INDS INC,12891,180
MITEK SYS INC,13664,53
MITEL NETWORKS CORP,20816,220
MITSUBISHI UFJ FINL GROUP IN,3461383,19177
MIZUHO FINL GROUP INC,1825552,7266
MKS INSTRUMENT INC,1819161,54375
MOBILE MINI INC,1091865,47343
MOBILE TELESYSTEMS OJSC,2255050,39441
MODEL N INC,372118,3762
MODINE MFG CO,301677,4419
MODUSLINK GLOBAL SOLUTIONS I,49528,210
MOHAWK INDS INC,1388360,188789
MOLINA HEALTHCARE INC,16227,609
MOLSON COORS BREWING CO,539205,31738
MOLYCORP INC DEL,451411,2117
MOMENTA PHARMACEUTICALS INC,227927,2655
MONARCH CASINO & RESORT INC,23149,429
MONDELEZ INTL INC,5043712,174260
MONEYGRAM INTL INC,50970,900
MONMOUTH REAL ESTATE INVT CO,20860,199
MONOLITHIC PWR SYS INC,193097,7487
MONOTYPE IMAGING HOLDINGS IN,986177,29723
MONRO MUFFLER BRAKE INC,440241,25041
MONSANTO CO NEW,3108625,353668
MONSTER BEVERAGE CORP,654887,45482
MONSTER WORLDWIDE INC,1258316,9412
MONTAGE TECHNOLOGY GROUP LTD,64712,1296
MONTPELIER RE HOLDINGS LTD,53620,1596
MOODYS CORP,759831,60270
MOOG INC,1129107,73967
MORGAN STANLEY,9289963,289569
MORGAN STANLEY ASIA PAC FD I,1006646,16992
MORGAN STANLEY CHINA A SH FD,18020,389
MORGAN STANLEY EM MKTS DM DE,34823,457
MORGANS HOTEL GROUP CO,24014,193
MORNINGSTAR INC,13286,1050
MOSAIC CO NEW,797999,39900
MOSYS INC,61748,280
MOTOROLA SOLUTIONS INC,1396857,89804
MOVADO GROUP INC,1114804,50779
MOVE INC,65469,757
MPLX LP,862749,42266
MRC GLOBAL INC,14295,385
MSA SAFETY INC,56840,3240
MSC INDL DIRECT INC,191593,16576
MSCI INC,2550435,109720
MTR GAMING GROUP INC,39967,205
MUELLER INDS INC,57409,1721
MUELLER WTR PRODS INC,225452,2142
MULTIMEDIA GAMES HLDG CO INC,30870,896
MURPHY OIL CORP,2013036,126539
MURPHY USA INC,347980,14125
MVC CAPITAL INC,41650,564
MWI VETERINARY SUPPLY INC,8553,1331
MYERS INDS INC,52667,1049
MYLAN INC,9956568,486179
MYR GROUP INC DEL,981522,24852
MYRIAD GENETICS INC,280321,9584
NABORS INDUSTRIES LTD,1811522,44654
NACCO INDS INC,28366,1538
NANOMETRICS INC,10711,192
NANOSPHERE INC,65484,141
NANOVIRICIDES INC,204490,654
NASDAQ OMX GROUP INC,5513814,203680
NATIONAL BEVERAGE CORP,14816,289
NATIONAL BK GREECE S A,98938,550
NATIONAL BK HLDGS CORP,11082,222
NATIONAL CINEMEDIA INC,147415,2211
NATIONAL FUEL GAS CO N J,357349,25029
NATIONAL GEN HLDGS CORP,41818,585
NATIONAL GRID PLC,130479,8969
NATIONAL HEALTH INVS INC,993801,60085
NATIONAL HEALTHCARE CORP,15716,876
NATIONAL INSTRS CORP,197446,5665
NATIONAL OILWELL VARCO INC,1513885,117887
NATIONAL PENN BANCSHARES INC,274025,2864
NATIONAL RETAIL PROPERTIES I,2646067,90813
NATIONAL WESTN LIFE INS CO,874,214
NATIONSTAR MTG HLDGS INC,585836,19016
NATURAL GAS SERVICES GROUP,31958,963
NATURAL RESOURCE PARTNERS L,56865,905
NATURES SUNSHINE PRODUCTS IN,15259,210
NATUS MEDICAL INC DEL,88788,2291
NAUTILUS INC,592890,5710
NAVIDEA BIOPHARMACEUTICALS I,77684,144
NAVIGANT CONSULTING INC,131595,2456
NAVIGATORS GROUP INC,15433,947
NAVIOS MARITIME ACQUIS CORP,2232000,8169
NAVIOS MARITIME HOLDINGS INC,38722,382
NAVIOS MARITIME PARTNERS L P,1967633,38350
NAVISTAR INTL CORP NEW,33392,1131
NBT BANCORP INC,9264,227
NCI BUILDING SYS INC,1204288,21027
NCI INC,24272,258
NCR CORP NEW,405713,14828
NEENAH PAPER INC,40480,2094
NEKTAR THERAPEUTICS,309371,3750
NELNET INC,60693,2483
NEOGEN CORP,62413,2805
NEONODE INC,16413,93
NEOPHOTONICS CORP,19522,155
NEOSTEM INC,32802,231
NET 1 UEPS TECHNOLOGIES INC,44961,448
NETAPP INC,8155847,300951
NETEASE INC,84757,5704
NETFLIX INC,284280,100075
NETGEAR INC,45878,1548
NETLIST INC,58794,112
NETQIN MOBILE INC,440146,7751
NETSCOUT SYS INC,443321,16660
NETSUITE INC,564715,53552
NEURALSTEM INC,113926,477
NEUROCRINE BIOSCIENCES INC,741570,11939
NEUSTAR INC,361334,11747
NEVSUN RES LTD,750954,2531
NEW AMER HIGH INCOME FD INC,11419,112
NEW GOLD INC CDA,727918,3552
NEW HOME CO INC,55655,793
NEW JERSEY RES,41102,2046
NEW MEDIA INVT GROUP INC,167161,2511
NEW MTN FIN CORP,1126252,16387
NEW ORIENTAL ED & TECH GRP I,1018021,29879
NEW RESIDENTIAL INVT CORP,744484,4817
NEW SOURCE ENERGY PARTNERS L,446900,10341
NEW YORK & CO INC,47716,210
NEW YORK CMNTY BANCORP INC,5287602,84972
NEW YORK MTG TR INC,25862,201
NEW YORK TIMES CO,431496,7387
NEWCASTLE INVT CORP,2718207,12776
NEWELL RUBBERMAID INC,1301465,38914
NEWFIELD EXPL CO,2584945,81064
NEWLINK GENETICS CORP,12709,361
NEWMARKET CORP,17842,6973
NEWMONT MINING CORP,4638148,108718
NEWPARK RES INC,5479168,62736
NEWPORT CORP,1979118,40928
NEWS CORP NEW,3182497,54775
NEWSTAR FINANCIAL INC,15993,222
NEXSTAR BROADCASTING GROUP I,5549,208
NEXTERA ENERGY INC,2913319,254269
NGL ENERGY PARTNERS LP,5409992,203037
NGP CAP RES CO,21057,142
NIC INC,30510,589
NICE SYS LTD,18275,816
NICHOLAS FINANCIAL INC,10289,162
NIDEC CORP,91651,2819
NIELSEN HOLDINGS N V,658691,29398
NII HLDGS INC,1173327,1396
NIKE INC,9647775,712585
NIMBLE STORAGE INC,62210,2357
NIPPON TELEG & TEL CORP,458212,12481
NISOURCE INC,1384571,49194
NMI HLDGS INC,12295,144
NOAH HLDGS LTD,153539,2214
NOBLE CORP PLC,1453080,47573
NOBLE ENERGY INC,951741,67612
NOKIA CORP,8227660,60391
NOMURA HLDGS INC,750690,4827
NOODLES & CO,1317,52
NORANDA ALUM HLDG CORP,94720,389
NORDIC AMERICAN TANKERS LIMI,25221,248
NORDION INC,2011672,23174
NORDSON CORP,104677,7379
NORDSTROM INC,495041,30915
NORFOLK SOUTHERN CORP,956306,92924
NORTEK INC,85470,7026
NORTH AMERN PALLADIUM LTD,17574,8
NORTH ATLANTIC DRILLING LTD,2671418,23615
NORTH VALLEY BANCORP,25724,622
NORTHEAST UTILS,815193,37091
NORTHERN DYNASTY MINERALS LT,271469,266
NORTHERN OIL & GAS INC NEV,125045,1828
NORTHERN TIER ENERGY LP,2860647,73576
NORTHERN TR CORP,1931766,126646
NORTHFIELD BANCORP INC DEL,45779,589
NORTHROP GRUMMAN CORP,1250500,154287
NORTHSTAR RLTY FIN CORP,1592891,25709
NORTHWEST BANCSHARES INC MD,51082,746
NORTHWEST BIOTHERAPEUTICS IN,610702,4421
NORTHWEST NAT GAS CO,33922,1493
NORTHWEST PIPE CO,6195,224
NORTHWESTERN CORP,866717,41108
NORWEGIAN CRUISE LINE HLDGS,3264507,105345
NOVA MEASURING INSTRUMENTS L,92476,1036
NOVABAY PHARMACEUTICALS INC,32731,38
NOVACOPPER INC,649463,877
NOVAGOLD RES INC,735730,2656
NOVARTIS A G,1047089,89023
NOVATEL WIRELESS INC,17155,30
NOVAVAX INC,543483,2462
NOVO-NORDISK A S,517299,23615
NPS PHARMACEUTICALS INC,200336,5996
NRG ENERGY INC,2323740,73895
NRG YIELD INC,9856,390
NTELOS HLDGS CORP,89424,1207
NTN BUZZTIME INC,46827,30
NTT DOCOMO INC,289694,4569
NU SKIN ENTERPRISES INC,306758,25414
NUANCE COMMUNICATIONS INC,205764,3533
NUCOR CORP,1146122,57925
NUMEREX CORP PA,11495,126
NUSTAR ENERGY LP,1382813,75986
NUSTAR GP HOLDINGS LLC,1064123,36223
NUTRACEUTICAL INTL CORP,13497,351
NUTRI SYS INC NEW,24160,364
NUVASIVE INC,375515,14423
NUVEEN BUILD AMER BD FD,91652,1798
NUVEEN BUILD AMER BD OPPTNY,22166,454
NUVEEN CA DIVIDEND ADV MUN F,60725,843
NUVEEN CA MUN MKT OPPORTUNT,17686,252
NUVEEN CA SELECT QUALITY MUN,49150,710
NUVEEN CONN PREM INCOME MUN,27699,337
NUVEEN DIVER CURRENCY OPPOR,15217,160
NUVEEN DIVERSIFIED DIV INCM,83516,977
NUVEEN FLTNG RTE INCM OPP FD,27362,334
NUVEEN MICH QUALITY INCOME M,47382,642
NUVEEN MTG OPPORTUNITY TERM,29974,703
NUVEEN MUN ADVANTAGE FD INC,122597,1591
NUVEEN MUN INCOME FD INC,25699,288
NUVEEN MUN OPPORTUNITY FD IN,229895,3163
NUVEEN MUN VALUE FD INC,476530,4503
NUVEEN NY AMT-FREE MUN INCOM,143377,1831
NUVEEN NY DIV ADVANTG MUN FD,14659,192
NUVEEN NY DIVID ADVNTG MUN F,16299,217
NUVEEN NY MUN VALUE FD,21900,207
NUVEEN PFD INCOME OPPRTNY FD,34723,323
NUVEEN PREM INCOME MUN FD,171193,2244
NUVEEN PREM INCOME MUN FD 4,113190,1405
NUVEEN PREMIER MUN INCOME FD,51718,680
NUVEEN QUALITY MUN FD INC,94651,1208
NUVEEN QUALITY PFD INC FD 3,11100,93
NUVEEN QUALITY PFD INCOME FD,78455,642
NUVEEN SELECT MAT MUN FD,36199,369
NUVEEN SELECT QUALITY MUN FD,97897,1296
NUVEEN SELECT TAX FREE INCM,85442,1136
NUVEEN TEX QUALITY INCOME MU,25699,350
NUVERRA ENVIRONMENTAL SOLUTI,12666,257
NVE CORP,4620,264
NVIDIA CORP,16247955,291000
NVR INC,22694,26030
NXP SEMICONDUCTORS N V,397691,23388
NXSTAGE MEDICAL INC,15759,201
O REILLY AUTOMOTIVE INC NEW,510878,75810
OAKTREE CAP GROUP LLC,350000,20356
OASIS PETE INC NEW,113409,4733
OCCIDENTAL PETE CORP DEL,2520760,240204
OCEAN PWR TECHNOLOGIES INC,11146,42
OCEAN RIG UDW INC,1035306,18418
OCEANEERING INTL INC,250425,17996
OCH ZIFF CAP MGMT GROUP,2658067,36602
OCI PARTNERS LP,2343906,50253
OCI RES LP,98205,2130
OCLARO INC,60575,188
OCWEN FINL CORP,102259,4006
ODYSSEY MARINE EXPLORATION I,14364,33
OFFICE DEPOT INC,6078197,25103
OFG BANCORP,55142,948
OGE ENERGY CORP,387161,14232
OHR PHARMACEUTICAL INC,135564,1845
OI S.A.,1168410,1662
OIL STS INTL INC,1317353,129891
OILTANKING PARTNERS L P,2285548,176239
OLD DOMINION FGHT LINES INC,95084,5396
OLD NATL BANCORP IND,178429,2660
OLD REP INTL CORP,2511830,41194
OLIN CORP,571281,15773
OLYMPIC STEEL INC,390004,11193
OM GROUP INC,100102,3325
OMEGA HEALTHCARE INVS INC,1843772,61803
OMEGA PROTEIN CORP,64985,784
OMEROS CORP,15034,181
OMNICARE CAP TR I,10000,730
OMNICARE CAP TR II,47436,3482
OMNICARE INC,1443807,86152
OMNICELL INC,146908,4205
OMNICOM GROUP INC,1057618,76783
OMNIVISION TECHNOLOGIES INC,193597,3426
OMNOVA SOLUTIONS INC,62354,647
ON ASSIGNMENT INC,80054,3089
ON SEMICONDUCTOR CORP,902890,8487
ONCOGENEX PHARMACEUTICALS IN,6493,76
ONCOMED PHARMACEUTICALS INC,14076,474
ONCOTHYREON INC,36215,109
ONE GAS INC,1180066,42400
ONE LIBERTY PPTYS INC,21548,459
ONEBEACON INSURANCE GROUP LT,11825,183
ONEOK INC NEW,2729559,161727
ONEOK PARTNERS LP,4083288,218660
OPEN TEXT CORP,81745,3901
OPENTABLE INC,41542,3195
OPEXA THERAPEUTICS INC,17722,33
OPHTHOTECH CORP,224750,8018
OPKO HEALTH INC,1027375,9574
OPLINK COMMUNICATIONS INC,11244,202
OPPENHEIMER HLDGS INC,10802,303
ORACLE CORP,22571490,923399
ORANGE,327065,4805
ORASURE TECHNOLOGIES INC,53876,430
ORBCOMM INC,163310,1119
ORBITAL SCIENCES CORP,96756,2700
ORBITZ WORLDWIDE INC,52984,415
ORCHIDS PAPER PRODS CO DEL,10442,320
OREXIGEN THERAPEUTICS INC,58242,378
ORGANOVO HLDGS INC,373544,2854
ORIENT-EXPRESS HOTELS LTD,53218,766
ORION MARINE GROUP INC,14139,178
ORITANI FINL CORP DEL,1144997,18102
ORIX CORP,41056,2893
ORMAT TECHNOLOGIES INC,26414,792
ORRSTOWN FINL SVCS INC,28965,477
ORTHOFIX INTL N V,187838,5664
OSHKOSH CORP,140249,8256
OSI SYSTEMS INC,20279,1214
OTTER TAIL CORP,31730,977
OUTERWALL INC,300296,21771
OVERSTOCK COM INC DEL,14360,283
OWENS & MINOR INC NEW,160162,5611
OWENS CORNING NEW,217101,9372
OWENS ILL INC,369764,12510
OXFORD INDS INC,11126,870
P T TELEKOMUNIKASI INDONESIA,11784,464
PACCAR INC,1151077,77629
PACER INTL INC TENN,154268,1382
PACIFIC BIOSCIENCES CALIF IN,30662,164
PACIFIC COAST OIL TR,57010,763
PACIFIC DRILLING SA LUXEMBOU,3402858,37023
PACIFIC ETHANOL INC,4253,66
PACIFIC MERCANTILE BANCORP,10698,66
PACIFIC SUNWEAR CALIF INC,28421,84
PACIRA PHARMACEUTICALS INC,10507,735
PACKAGING CORP AMER,2900571,204113
PACWEST BANCORP DEL,1595946,68642
PALL CORP,581399,52017
PALO ALTO NETWORKS INC,172276,11819
PAN AMERICAN SILVER CORP,226611,2916
PANDORA MEDIA INC,4269280,129445
PANERA BREAD CO,545934,96340
PANHANDLE OIL AND GAS INC,11231,490
PANTRY INC,89331,1370
PAPA JOHNS INTL INC,245757,12806
PARAMOUNT GOLD & SILVER CORP,148423,183
PAREXEL INTL CORP,91159,4931
PARK CITY GROUP INC,64641,586
PARK NATL CORP,15727,1209
PARK STERLING CORP,21310,142
PARKER DRILLING CO,216383,1534
PARKER HANNIFIN CORP,438557,52499
PARKERVISION INC,96169,462
PARKWAY PPTYS INC,925432,16889
PARTNERRE LTD,117659,12178
PATTERN ENERGY GROUP INC,189400,5138
PATTERSON COMPANIES INC,254724,10637
PATTERSON UTI ENERGY INC,934006,29589
PAX WORLD FDS TR II,13000,373
PAYCHEX INC,1912571,81475
PBF ENERGY INC,791795,20429
PC-TEL INC,32497,284
PDC ENERGY INC,228011,14196
PDF SOLUTIONS INC,33511,609
PDL BIOPHARMA INC,153490,1276
PEABODY ENERGY CORP,1432778,23412
PEARSON PLC,99172,1766
PEBBLEBROOK HOTEL TR,1916003,64703
PEDEVCO CORP,23600,49
PEGASYSTEMS INC,74596,2635
PEMBINA PIPELINE CORP,531078,20224
PENDRELL CORP,28380,52
PENGROWTH ENERGY CORP,546112,3321
PENN NATL GAMING INC,76186,939
PENN VA CORP,1364383,23863
PENN WEST PETE LTD NEW,507274,4241
PENNANTPARK INVT CORP,797835,8816
PENNEY J C INC,4543685,39167
PENNSYLVANIA RL ESTATE INVT,211497,3818
PENNYMAC FINL SVCS INC,30274,504
PENNYMAC MTG INVT TR,121128,2895
PENSKE AUTOMOTIVE GRP INC,123684,5288
PENTAIR LTD,935721,74241
PEOPLES FED BANCSHARES INC,10148,182
PEOPLES UNITED FINANCIAL INC,3502834,52087
PEP BOYS MANNY MOE & JACK,284498,3619
PEPCO HOLDINGS INC,1508000,30884
PEPSICO INC,5012456,418540
PEREGRINE PHARMACEUTICALS IN,33049,63
PEREGRINE SEMICONDUCTOR CORP,77685,470
PERFECT WORLD CO LTD,29623,612
PERFICIENT INC,68741,1246
PERFUMANIA HLDGS INC,13581,92
PERICOM SEMICONDUCTOR CORP,12648,99
PERKINELMER INC,2437662,109841
PERNIX THERAPEUTICS HLDGS IN,55438,297
PERRIGO CO PLC,359320,55572
PETMED EXPRESS INC,29290,393
PETROBRAS ARGENTINA S A,33621,187
PETROCHINA CO LTD,43503,4720
PETROLEO BRASILEIRO SA PETRO,3584762,47379
PETROLOGISTICS LP,1104040,13735
PETROQUEST ENERGY INC,124611,710
PETSMART INC,1849707,127463
PFIZER INC,34065648,1094188
PG&E CORP,4748073,205117
PGT INC,37196,428
PHARMACYCLICS INC,1307938,131081
PHARMERICA CORP,216228,6050
PHH CORP,190259,4916
PHI INC,16031,709
PHILIP MORRIS INTL INC,5182179,424266
PHILIPPINE LONG DISTANCE TEL,26280,1604
PHILLIPS 66,2739114,211077
PHILLIPS 66 PARTNERS LP,863584,41944
PHOENIX COS INC NEW,4325,224
PHOENIX NEW MEDIA LTD,688898,7144
PHOTOMEDEX INC,12564,199
PHOTRONICS INC,62726,535
PICO HLDGS INC,19649,511
PIEDMONT NAT GAS INC,53492,1893
PIEDMONT OFFICE REALTY TR IN,3296116,56529
PIER 1 IMPORTS INC,235644,4449
PIKE CORP,26585,286
PILGRIMS PRIDE CORP NEW,812978,17008
PIMCO DYNAMIC INCOME FD,16072,487
PIMCO ETF TR,238843,18361
PIMCO INCOME OPPORTUNITY FD,11925,337
PIMCO INCOME STRATEGY FUND I,15201,158
PIMCO NY MUNICIPAL INCOME FD,21100,233
PINNACLE ENTMT INC,182974,4337
PINNACLE FINL PARTNERS INC,1252968,46974
PINNACLE FOODS INC DEL,11066,330
PINNACLE WEST CAP CORP,499015,27276
PIONEER ENERGY SVCS CORP,501135,6490
PIONEER NAT RES CO,893343,167181
PIPER JAFFRAY COS,52136,2387
PITNEY BOWES INC,860064,22354
PLAINS ALL AMERN PIPELINE L,8916404,491472
PLAINS GP HLDGS L P,10907678,305197
PLANET PAYMENT INC,15165,42
PLANTRONICS INC NEW,65826,2926
PLATFORM SPECIALTY PRODS COR,181168,3451
PLATINUM UNDERWRITER HLDGS L,47171,2835
PLEXUS CORP,10249,411
PLUG POWER INC,240564,1708
PLUM CREEK TIMBER CO INC,748506,31468
PLX TECHNOLOGY INC,61369,371
PLY GEM HLDGS INC,72766,919
PMC-SIERRA INC,4251894,32357
PNC FINL SVCS GROUP INC,2271232,197597
PNM RES INC,170401,4605
POLARIS INDS INC,125664,17556
POLYCOM INC,385603,5290
POLYONE CORP,2341176,85827
POLYPORE INTL INC,116791,3995
POOL CORPORATION,13523,829
POPEYES LA KITCHEN INC,59248,2408
POPULAR INC,153969,4772
PORTFOLIO RECOVERY ASSOCS IN,55230,3196
PORTLAND GEN ELEC CO,2037289,65886
PORTOLA PHARMACEUTICALS INC,15859,411
PORTUGAL TELECOM SGPS S A,143365,612
POSCO,60007,4165
POST HLDGS INC,83804,4619
POST PPTYS INC,1082295,53141
POTASH CORP SASK INC,1517542,54965
POTLATCH CORP NEW,62182,2406
POWELL INDS INC,3860,250
POWER INTEGRATIONS INC,71171,4682
POWERSECURE INTL INC,22891,537
POWERSHARES ACTIVE MNG ETF T,63207,1385
POWERSHARES DB CMDTY IDX TRA,160127,4183
POWERSHARES DB G10 CURCY HAR,107883,2822
POWERSHARES ETF TR II,569549,19964
POWERSHARES ETF TRUST,2426178,98263
POWERSHARES ETF TRUST II,10708584,266964
POWERSHARES GLOBAL ETF FD,68407,1443
POWERSHARES GLOBAL ETF TRUST,707212,15060
POWERSHARES INDIA ETF TR,25393,475
POWERSHARES QQQ TRUST,17720615,1553566
POWERSHS DB MULTI SECT COMM,236703,4721
POWERSHS DB US DOLLAR INDEX,188010,4169
POZEN INC,72319,579
PPG INDS INC,596351,115370
PPL CORP,2220043,74581
PRANA BIOTECHNOLOGY LTD,45271,127
PRAXAIR INC,880141,115271
PRECIDIAN ETFS TR,3716109,63545
PRECISION CASTPARTS CORP,840840,212531
PRECISION DRILLING CORP,86340,1034
PREFERRED APT CMNTYS INC,19640,158
PREFERRED BK LOS ANGELES CA,16612,431
PREMIER INC,9519,314
PREMIERE GLOBAL SVCS INC,4316322,52054
PRESTIGE BRANDS HLDGS INC,1394613,38004
PRGX GLOBAL INC,43889,304
PRICE T ROWE GROUP INC,2600010,214110
PRICELINE COM INC,231369,275767
PRICESMART INC,52044,5253
PRIMERICA INC,140653,6626
PRIMERO MNG CORP,167317,1206
PRIMORIS SVCS CORP,28220,846
PRINCIPAL FINL GROUP INC,6329203,291080
PRIVATEBANCORP INC,2694888,82221
PROASSURANCE CORP,1207926,53788
PROCERA NETWORKS INC,12739,132
PROCTER & GAMBLE CO,10888726,877631
PROGENICS PHARMACEUTICALS IN,67610,277
PROGRESS SOFTWARE CORP,43761,954
PROGRESSIVE CORP OHIO,1662174,40258
PROGRESSIVE WASTE SOLUTIONS,1815886,45960
PROLOGIS INC,2937826,119952
PROMOTORA DE INFORMACIONES S,8775235,28286
PROOFPOINT INC,28496,1057
PROS HOLDINGS INC,31560,994
PROSHARES TR,4482264,215732
PROSHARES TR II,559199,30485
PROSPECT CAPITAL CORPORATION,92809,1002
PROSPERITY BANCSHARES INC,1034659,68443
PROTALIX BIOTHERAPEUTICS INC,28439,130
PROTECTIVE LIFE CORP,195419,10277
PROTHENA CORP PLC,32202,1233
PROTO LABS INC,7545,511
PROVIDENCE SVC CORP,40060,1133
PROVIDENT FINL HLDGS INC,14660,226
PROVIDENT FINL SVCS INC,1915918,35195
PRUDENTIAL FINL INC,6076484,514374
PRUDENTIAL PLC,235201,10006
PS BUSINESS PKS INC CALIF,910500,76136
PTC INC,3464494,122712
PUBLIC STORAGE,1016947,171346
PUBLIC SVC ENTERPRISE GROUP,1663386,63442
PULASKI FINL CORP,28133,297
PULTE GROUP INC,3782944,72594
PUMA BIOTECHNOLOGY INC,6474,674
PUTNAM MASTER INTER INCOME T,28837,149
PUTNAM PREMIER INCOME TR,30742,170
PVH CORP,5911994,737640
QAD INC,21391,437
QEP MIDSTREAM PARTNERS LP,1714971,40096
QEP RES INC,1171924,34502
QIAGEN NV,299369,6314
QIHOO 360 TECHNOLOGY CO LTD,374850,37328
QIWI PLC,42503,1473
QLIK TECHNOLOGIES INC,45587,1212
QLOGIC CORP,112569,1435
QLT INC,250243,1391
QTS RLTY TR INC,28098,705
QUAD / GRAPHICS INC,106319,2493
QUAKER CHEM CORP,369798,29151
QUALCOMM INC,16916889,1334065
QUALITY DISTR INC FLA,55815,725
QUALITY SYS INC,2134083,36024
QUANEX BUILDING PRODUCTS COR,14487,300
QUANTA SVCS INC,3310649,122163
QUANTUM CORP,291355,355
QUANTUM FUEL SYS TECH WORLDW,17660,171
QUEST DIAGNOSTICS INC,671758,38908
QUESTAR CORP,376204,8946
QUESTCOR PHARMACEUTICALS INC,787087,51106
QUICKLOGIC CORP,88469,461
QUICKSILVER RESOURCES INC,1865695,4907
QUIDEL CORP,87492,2389
QUIKSILVER INC,42177,317
QUINSTREET INC,92640,615
QUINTILES TRANSNATIO HLDGS I,34204,1737
QUNAR CAYMAN IS LTD,545830,16697
RACKSPACE HOSTING INC,297277,9756
RADIAN GROUP INC,3728859,56045
RADIOSHACK CORP,428203,908
RADISYS CORP,66819,240
RADWARE LTD,1899484,33583
RAIT FINANCIAL TRUST,37249,316
RALLY SOFTWARE DEV CORP,14692,197
RALPH LAUREN CORP,775645,124825
RAMBUS INC DEL,492365,5293
RAMCO-GERSHENSON PPTYS TR,201495,3284
RAND LOGISTICS INC,37026,255
RANDGOLD RES LTD,117574,8818
RANGE RES CORP,1874321,155513
RAPTOR PHARMACEUTICAL CORP,2800755,28008
RARE ELEMENT RES LTD,22013,32
RAVEN INDS INC,32037,1049
RAYMOND JAMES FINANCIAL INC,3633666,203231
RAYONIER INC,333245,15300
RAYTHEON CO,1309909,129406
RBC BEARINGS INC,500313,31870
REALD INC,30595,342
REALNETWORKS INC,26511,201
REALOGY HLDGS CORP,1749618,76020
REALPAGE INC,47025,854
REALTY INCOME CORP,344657,14082
RED HAT INC,571302,30268
RED LION HOTELS CORP,18413,107
RED ROBIN GOURMET BURGERS IN,97569,6994
REDHILL BIOPHARMA LTD,29000,409
REDIFF COM INDIA LTD,15287,33
REDWOOD TR INC,172021,3489
REED ELSEVIER N V,63688,2760
REED ELSEVIER P L C,50018,3073
REGADO BIOSCIENCES INC,36837,461
REGAL BELOIT CORP,59263,4309
REGAL ENTMT GROUP,528318,9869
REGENCY CTRS CORP,1285363,65631
REGENCY ENERGY PARTNERS L P,1370071,37294
REGENERON PHARMACEUTICALS,1058790,317934
REGIONS FINL CORP NEW,5355292,59498
REGIS CORP MINN,50034,685
REGULUS THERAPEUTICS INC,784399,7075
REINSURANCE GROUP AMER INC,297935,23725
RELIANCE STEEL & ALUMINUM CO,2238607,158179
RELYPSA INC,9436,281
REMARK MEDIA INC,23225,128
REMY INTL INC,29218,690
RENAISSANCERE HOLDINGS LTD,78181,7630
RENASANT CORP,98976,2875
RENESOLA LTD,159278,511
RENEWABLE ENERGY GROUP INC,9166,110
