nameOfIssuer,sshPrnamt,value
MDU RES GROUP INC,396924,12126
MEAD JOHNSON NUTRITION CO,796362,66702
MEADOWBROOK INS GROUP INC,2971865,20684
MEADWESTVACO CORP,637107,23529
MEASUREMENT SPECIALTIES INC,29778,1807
MECHEL OAO,576695,1476
MEDALLION FINL CORP,50762,728
MEDASSETS INC,925372,18350
MEDIA GEN INC,76833,1736
MEDICAL ACTION INDS INC,57994,496
MEDICAL PPTYS TRUST INC,803156,9815
MEDICINES CO,346723,13390
MEDIDATA SOLUTIONS INC,166166,10053
MEDIFAST INC,51122,1336
MEDIVATION INC,1076640,68711
MEDLEY CAP CORP,61999,859
MEDNAX INC,1311139,69989
MEDTRONIC INC,4449359,255349
MEETME INC,30489,56
MEI PHARMA INC,33015,264
MELA SCIENCES INC,59330,38
MELCO CROWN ENTMT LTD,35152,1379
MELLANOX TECHNOLOGIES LTD,72807,2910
MEMORIAL PRODTN PARTNERS LP,2616240,57400
MENS WEARHOUSE INC,1617694,82632
MENTOR GRAPHICS CORP,216081,5201
MERCADOLIBRE INC,23823,2568
MERCER INTL INC,29697,296
MERCK & CO INC NEW,23166411,1159478
MERCURY GENL CORP NEW,580060,28835
MERCURY SYS INC,88511,969
MEREDITH CORP,161647,8373
MERGE HEALTHCARE INC,36532,85
MERIDIAN BIOSCIENCE INC,199917,5304
MERIT MED SYS INC,145891,2296
MERITAGE HOMES CORP,1383459,66392
MERITOR INC,116700,1218
MERRIMACK PHARMACEUTICALS IN,172533,920
MERU NETWORKS INC,47143,203
METALICO INC,19564,40
METHANEX CORP,913607,54123
METHODE ELECTRS INC,108896,3723
METLIFE INC,7415201,392129
METTLER TOLEDO INTERNATIONAL,331833,80500
MFA FINL INC,17972619,126887
MFS CHARTER INCOME TR,57617,521
MFS GOVT MKTS INCOME TR,26575,152
MFS INTER INCOME TR,143475,743
MFS MULTIMARKET INCOME TR,64748,429
MFS MUN INCOME TR,96898,606
MGE ENERGY INC,45527,2628
MGIC INVT CORP WIS,9173574,77425
MGM RESORTS INTERNATIONAL,11130592,261792
MICHAEL KORS HLDGS LTD,510456,41444
MICREL INC,1559019,15387
MICROCHIP TECHNOLOGY INC,690462,30898
MICRON TECHNOLOGY INC,4034065,87741
MICROS SYS INC,1914709,109847
MICROSEMI CORP,261643,6528
MICROSOFT CORP,49004486,1833257
MICROSTRATEGY INC,32435,4030
MID CON ENERGY PARTNERS LP,300081,6857
MID-AMER APT CMNTYS INC,1412108,85771
MIDDLEBY CORP,33433,8014
MIDDLESEX WATER CO,48920,1024
MIDSTATES PETE CO INC,44566,295
MIDWAY GOLD CORP,24176,20
MILLENNIAL MEDIA INC,143714,1045
MILLER ENERGY RES INC,11985,84
MILLER HERMAN INC,154297,4555
MILLER INDS INC TENN,46945,875
MIMEDX GROUP INC,42727,373
MINDRAY MEDICAL INTL LTD,220277,8009
MINE SAFETY APPLIANCES CO,105012,5377
MINERALS TECHNOLOGIES INC,84976,5105
MIRATI THERAPEUTICS INC,26847,446
MISTRAS GROUP INC,15703,328
MITCHAM INDS INC,13964,247
MITEK SYS INC,13629,81
MITSUBISHI UFJ FINL GROUP IN,3388722,22637
MIZUHO FINL GROUP INC,1672718,7293
MKS INSTRUMENT INC,1491483,44625
MOBILE MINI INC,1207787,49737
MOBILE TELESYSTEMS OJSC,3331359,72058
MODEL N INC,187387,2209
MODINE MFG CO,63351,812
MODUSLINK GLOBAL SOLUTIONS I,60954,348
MOHAWK INDS INC,422198,62865
MOLINA HEALTHCARE INC,132822,4615
MOLSON COORS BREWING CO,689264,38703
MOLYCORP INC DEL,227761,1280
MOMENTA PHARMACEUTICALS INC,222792,3939
MONARCH CASINO & RESORT INC,35078,704
MONDELEZ INTL INC,6796089,239902
MONEYGRAM INTL INC,50970,1059
MONMOUTH REAL ESTATE INVT CO,27389,249
MONOLITHIC PWR SYS INC,109012,3778
MONOTYPE IMAGING HOLDINGS IN,1052168,33522
MONRO MUFFLER BRAKE INC,514155,28977
MONSANTO CO NEW,1945302,226725
MONSTER BEVERAGE CORP,3861047,261663
MONSTER WORLDWIDE INC,402457,2870
MONTAGE TECHNOLOGY GROUP LTD,102286,1668
MONTPELIER RE HOLDINGS LTD,26483,771
MOODYS CORP,909893,71400
MOOG INC,1020203,69312
MORGAN STANLEY,8983023,281708
MORGAN STANLEY ASIA PAC FD I,1094074,18118
MORGAN STANLEY CHINA A SH FD,34560,823
MORGAN STANLEY EM MKTS DM DE,35695,465
MORGAN STANLEY EMER MKTS DEB,24495,234
MORGANS HOTEL GROUP CO,27448,223
MORNINGSTAR INC,4891,382
MOSAIC CO NEW,1477030,69819
MOSYS INC,61407,339
MOTOROLA SOLUTIONS INC,2256104,152286
MOVADO GROUP INC,1237374,54457
MOVE INC,111403,1781
MPLX LP,896823,39944
MRC GLOBAL INC,7017,226
MSC INDL DIRECT INC,224109,18124
MSCI INC,4856124,212309
MTR GAMING GROUP INC,39581,204
MTS SYS CORP,33660,2392
MUELLER INDS INC,90817,5722
MUELLER WTR PRODS INC,150395,1409
MULTI COLOR CORP,26194,989
MULTI FINELINE ELECTRONIX IN,19671,273
MULTIMEDIA GAMES HLDG CO INC,110845,3476
MURPHY OIL CORP,1998654,129673
MURPHY USA INC,505393,21004
MVC CAPITAL INC,54274,732
MWI VETERINARY SUPPLY INC,33977,5775
MYERS INDS INC,112383,2374
MYLAN INC,2720409,118066
MYR GROUP INC DEL,971511,24365
MYRIAD GENETICS INC,668958,14035
NABORS INDUSTRIES LTD,1234955,20982
NACCO INDS INC,29186,1815
NANOMETRICS INC,50250,957
NANOSPHERE INC,51131,117
NANOVIRICIDES INC,197998,950
NASDAQ OMX GROUP INC,5597142,222766
NATIONAL BEVERAGE CORP,29372,592
NATIONAL BK GREECE S A,86137,482
NATIONAL BK HLDGS CORP,10053,215
NATIONAL CINEMEDIA INC,185173,3696
NATIONAL FUEL GAS CO N J,195714,13974
NATIONAL GRID PLC,107360,7013
NATIONAL HEALTH INVS INC,752108,42194
NATIONAL HEALTHCARE CORP,28766,1551
NATIONAL INSTRS CORP,126228,4042
NATIONAL INTERSTATE CORP,12265,282
NATIONAL OILWELL VARCO INC,1352453,107561
NATIONAL PENN BANCSHARES INC,483043,5473
NATIONAL PRESTO INDS INC,10456,842
NATIONAL RETAIL PROPERTIES I,3153333,95641
NATIONAL WESTN LIFE INS CO,1150,257
NATIONSTAR MTG HLDGS INC,582010,21511
NATURAL GAS SERVICES GROUP,26188,722
NATURAL RESOURCE PARTNERS L,53914,1075
NATURES SUNSHINE PRODUCTS IN,15679,272
NATUS MEDICAL INC DEL,282327,6352
NAUTILUS INC,56691,478
NAVIDEA BIOPHARMACEUTICALS I,66181,137
NAVIGANT CONSULTING INC,222478,4272
NAVIGATORS GROUP INC,40265,2543
NAVIOS MARITIME ACQUIS CORP,2232000,9821
NAVIOS MARITIME HOLDINGS INC,36703,409
NAVIOS MARITIME PARTNERS L P,1361927,26040
NAVISTAR INTL CORP NEW,44508,1700
NBT BANCORP INC,95605,2476
NCI BUILDING SYS INC,242406,4252
NCI INC,25562,169
NCR CORP NEW,501647,17086
NEENAH PAPER INC,71150,3043
NEKTAR THERAPEUTICS,266015,3019
NELNET INC,145954,6151
NEOGEN CORP,140131,6404
NEONODE INC,16302,103
NEOPHOTONICS CORP,16946,120
NEOSTEM INC,29415,201
NET 1 UEPS TECHNOLOGIES INC,39740,347
NETAPP INC,4457085,183365
NETEASE INC,160259,12596
NETFLIX INC,363481,133823
NETGEAR INC,105517,3476
NETQIN MOBILE INC,94626,1391
NETSCOUT SYS INC,852648,25230
NETSUITE INC,481353,49589
NEUROCRINE BIOSCIENCES INC,419850,3921
NEUSTAR INC,158862,7922
NEVSUN RES LTD,825244,2740
NEW AMER HIGH INCOME FD INC,23016,222
NEW GOLD INC CDA,1013542,5311
NEW JERSEY RES,122194,5650
NEW MTN FIN CORP,958831,14421
NEW ORIENTAL ED & TECH GRP I,63075,1987
NEW RESIDENTIAL INVT CORP,1027245,6861
NEW SOURCE ENERGY PARTNERS L,427450,9990
NEW YORK & CO INC,35024,154
NEW YORK CMNTY BANCORP INC,5422781,91374
NEW YORK MTG TR INC,50656,354
NEW YORK TIMES CO,358118,5683
NEWBRIDGE BANCORP,12015,89
NEWCASTLE INVT CORP,3097975,17782
NEWELL RUBBERMAID INC,2051533,66490
NEWFIELD EXPL CO,1022700,25189
NEWLINK GENETICS CORP,4512,99
NEWMARKET CORP,16192,5411
NEWMONT MINING CORP,3279909,75536
NEWPARK RES INC,4861863,59752
NEWPORT CORP,2420402,43736
NEWS CORP NEW,3489835,62877
NEWSTAR FINANCIAL INC,70674,1256
NEXSTAR BROADCASTING GROUP I,22780,1270
NEXTERA ENERGY INC,3668613,291780
NGL ENERGY PARTNERS LP,4953851,170908
NGP CAP RES CO,31197,233
NIC INC,156072,3881
NICE SYS LTD,21349,874
NICHOLAS FINANCIAL INC,13296,209
NIDEC CORP,82175,2031
NIELSEN HOLDINGS N V,614920,28218
NII HLDGS INC,1213707,3338
NIKE INC,10619635,835128
NIMBLE STORAGE INC,112778,5109
NIPPON TELEG & TEL CORP,547597,14806
NISKA GAS STORAGE PARTNERS L,13773,203
NISOURCE INC,1010370,33221
NMI HLDGS INC,11800,150
NN INC,31173,629
NOAH HLDGS LTD,110064,1981
NOBLE CORP PLC,603379,22609
NOBLE ENERGY INC,976359,66500
NOKIA CORP,5118182,41509
NOMURA HLDGS INC,676540,5257
NOODLES & CO,12295,442
NORANDA ALUM HLDG CORP,46929,154
NORDIC AMERICAN TANKERS LIMI,60946,591
NORDION INC,3052807,25918
NORDSON CORP,71046,5278
NORDSTROM INC,484912,29968
NORFOLK SOUTHERN CORP,990555,91953
NORTH AMERN PALLADIUM LTD,157988,103
NORTH VALLEY BANCORP,25785,488
NORTHEAST UTILS,930765,39455
NORTHERN DYNASTY MINERALS LT,338785,434
NORTHERN OIL & GAS INC NEV,269016,4054
NORTHERN TIER ENERGY LP,2512182,61800
NORTHERN TR CORP,1959591,121280
NORTHFIELD BANCORP INC DEL,43381,573
NORTHROP GRUMMAN CORP,1213833,139117
NORTHSTAR RLTY FIN CORP,790803,10636
NORTHWEST BANCSHARES INC MD,207804,3072
NORTHWEST BIOTHERAPEUTICS IN,620700,2340
NORTHWEST NAT GAS CO,89611,3837
NORTHWEST PIPE CO,7764,293
NORTHWESTERN CORP,908884,39372
NORWEGIAN CRUISE LINE HLDGS,2603024,92329
NOVA MEASURING INSTRUMENTS L,50101,493
NOVACOPPER INC,648465,986
NOVAGOLD RES INC,91514,233
NOVARTIS A G,699651,56238
NOVATEL WIRELESS INC,10085,24
NOVAVAX INC,79620,407
NOVO-NORDISK A S,79909,14764
NPS PHARMACEUTICALS INC,273798,8312
NRG ENERGY INC,1139583,32729
NRG YIELD INC,21291,852
NTELOS HLDGS CORP,90790,1837
NTN BUZZTIME INC,11100,7
NTT DOCOMO INC,279212,4610
NU SKIN ENTERPRISES INC,201217,27812
NUANCE COMMUNICATIONS INC,562556,8551
NUCOR CORP,1151779,61482
NUMEREX CORP PA,11607,150
NUPATHE INC,30582,100
NUSTAR ENERGY LP,1416173,72211
NUSTAR GP HOLDINGS LLC,1133881,31851
NUTRACEUTICAL INTL CORP,15732,421
NUTRI SYS INC NEW,63080,1037
NUVASIVE INC,573285,18534
NUVEEN BUILD AMER BD FD,91797,1693
NUVEEN BUILD AMER BD OPPTNY,21702,422
NUVEEN CA DIVIDEND ADV MUN F,66958,860
NUVEEN CA MUN MKT OPPORTUNT,17513,237
NUVEEN CA SELECT QUALITY MUN,49250,678
NUVEEN CONN PREM INCOME MUN,27799,322
NUVEEN DIVER CURRENCY OPPOR,30439,307
NUVEEN DIVERSIFIED DIV INCM,96009,1082
NUVEEN GBL VL OPPORTUNITIES,14747,194
NUVEEN MICH QUALITY INCOME M,47284,592
NUVEEN MTG OPPORTUNITY TERM,39737,920
NUVEEN MUN ADVANTAGE FD INC,122903,1495
NUVEEN MUN INCOME FD INC,25699,260
NUVEEN MUN OPPORTUNITY FD IN,229895,3039
NUVEEN MUN VALUE FD INC,482049,4358
NUVEEN NY AMT-FREE MUN INCOM,143115,1757
NUVEEN NY DIV ADVANTG MUN FD,14659,183
NUVEEN NY DIVID ADVNTG MUN F,16299,207
NUVEEN NY MUN VALUE FD,21900,192
NUVEEN PFD INCOME OPPRTNY FD,102009,905
NUVEEN PREM INCOME MUN FD,171433,2114
NUVEEN PREM INCOME MUN FD 4,115827,1405
NUVEEN PREMIER MUN INCOME FD,51967,643
NUVEEN QUALITY MUN FD INC,95519,1154
NUVEEN QUALITY PFD INC FD 3,23760,187
NUVEEN QUALITY PFD INCOME FD,198198,1562
NUVEEN SELECT MAT MUN FD,36199,349
NUVEEN SELECT QUALITY MUN FD,106818,1325
NUVEEN SELECT TAX FREE INCM,85648,1080
NUVEEN TEX QUALITY INCOME MU,25699,330
NUVERRA ENVIRONMENTAL SOLUTI,31942,536
NVE CORP,5110,298
NVIDIA CORP,24216013,387940
NVR INC,23585,24198
NXP SEMICONDUCTORS N V,240711,11055
O REILLY AUTOMOTIVE INC NEW,522934,67306
OAKTREE CAP GROUP LLC,350272,20610
OASIS PETE INC NEW,329851,15493
OCCIDENTAL PETE CORP DEL,3781156,359587
OCEAN RIG UDW INC,1000000,19250
OCEANEERING INTL INC,215626,17009
OCEANFIRST FINL CORP,25676,440
OCH ZIFF CAP MGMT GROUP,1118311,16551
OCI PARTNERS LP,1197300,33046
OCI RES LP,125395,2569
OCLARO INC,2714778,6760
OCWEN FINL CORP,229897,12748
OCZ TECHNOLOGY GROUP INC,374540,14
ODYSSEY MARINE EXPLORATION I,81889,165
OFFICE DEPOT INC,6010797,31797
OFG BANCORP,13542,235
OGE ENERGY CORP,479934,16270
OHR PHARMACEUTICAL INC,136288,1074
OI S.A.,1720685,2812
OIL STS INTL INC,1186648,120705
OILTANKING PARTNERS L P,1987176,123344
OLD DOMINION FGHT LINES INC,105413,5589
OLD NATL BANCORP IND,349781,5376
OLD REP INTL CORP,2611273,45097
OLIN CORP,481817,13901
OLYMPIC STEEL INC,398586,11551
OM GROUP INC,167491,6098
OMEGA HEALTHCARE INVS INC,2104399,62711
OMEGA PROTEIN CORP,66486,817
OMEROS CORP,28599,323
OMNICARE CAP TR I,10000,740
OMNICARE CAP TR II,204727,15195
OMNICARE INC,1452226,87656
OMNICELL INC,166246,4244
OMNICOM GROUP INC,935084,69543
OMNIVISION TECHNOLOGIES INC,47661,820
OMNOVA SOLUTIONS INC,56839,518
ON ASSIGNMENT INC,192464,6721
ON SEMICONDUCTOR CORP,809393,6669
ONCOMED PHARMACEUTICALS INC,27054,799
ONCOTHYREON INC,20948,37
ONEBEACON INSURANCE GROUP LT,11548,183
ONEOK INC NEW,2219042,137980
ONEOK PARTNERS LP,3544104,186597
OPEN TEXT CORP,42214,3883
OPENTABLE INC,77137,6122
OPEXA THERAPEUTICS INC,17200,31
OPHTHOTECH CORP,24611,796
OPKO HEALTH INC,1779818,15021
OPLINK COMMUNICATIONS INC,50005,930
ORACLE CORP,25128632,961421
ORANGE,288677,3566
ORASURE TECHNOLOGIES INC,177249,1115
ORBCOMM INC,65021,412
ORBITAL SCIENCES CORP,220745,5144
ORBITZ WORLDWIDE INC,239624,1720
ORBOTECH LTD,20250,274
OREXIGEN THERAPEUTICS INC,102270,576
ORGANOVO HLDGS INC,21567,239
ORIENT-EXPRESS HOTELS LTD,50443,762
ORIGIN AGRITECH LIMITED,83527,106
ORION MARINE GROUP INC,56086,675
ORITANI FINL CORP DEL,1220974,19596
ORIX CORP,38076,3393
ORMAT TECHNOLOGIES INC,39590,1078
ORRSTOWN FINL SVCS INC,29413,481
ORTHOFIX INTL N V,114159,2605
OSHKOSH CORP,176423,8888
OSI SYSTEMS INC,56245,2987
OSIRIS THERAPEUTICS INC NEW,13975,225
OTTER TAIL CORP,70586,2066
OUTERWALL INC,241162,16223
OVERSTOCK COM INC DEL,7977,246
OWENS & MINOR INC NEW,155772,5695
OWENS CORNING NEW,156515,6373
OWENS ILL INC,614675,21993
OXFORD INDS INC,34459,2780
P T TELEKOMUNIKASI INDONESIA,66534,2385
PACCAR INC,1232957,72954
PACER INTL INC TENN,169538,1401
PACIFIC BIOSCIENCES CALIF IN,12179,64
PACIFIC CONTINENTAL CORP,43796,698
PACIFIC DRILLING SA LUXEMBOU,3285853,37656
PACIFIC MERCANTILE BANCORP,10158,63
PACIFIC SUNWEAR CALIF INC,27410,92
PACIRA PHARMACEUTICALS INC,6695,385
PACKAGING CORP AMER,2738977,173322
PACTERA TECHNOLOGY INTL LTD,19484,139
PACWEST BANCORP DEL,1505044,63543
PALL CORP,349486,29829
PALO ALTO NETWORKS INC,190561,10951
PAN AMERICAN SILVER CORP,267189,3126
PANDORA MEDIA INC,4285944,114005
PANERA BREAD CO,542194,95800
PANHANDLE OIL AND GAS INC,17303,578
PANTRY INC,98283,1649
PAPA JOHNS INTL INC,172446,7829
PARAMOUNT GOLD & SILVER CORP,122454,114
PAREXEL INTL CORP,263183,11891
PARK ELECTROCHEMICAL CORP,44000,1264
PARK NATL CORP,16213,1379
PARK OHIO HLDGS CORP,5871,308
PARK STERLING CORP,25377,181
PARKER DRILLING CO,358209,2912
PARKER HANNIFIN CORP,424593,54620
PARKERVISION INC,148193,674
PARKWAY PPTYS INC,780921,15064
PARTNERRE LTD,57600,6073
PATRIOT TRANSN HLDG INC,20902,868
PATTERN ENERGY GROUP INC,232080,7034
PATTERSON COMPANIES INC,219139,9029
PATTERSON UTI ENERGY INC,631407,15987
PAX WORLD FDS TR II,13000,389
PAYCHEX INC,2665205,121347
PBF ENERGY INC,329224,10358
PC-TEL INC,68861,659
PDC ENERGY INC,180388,9600
PDF SOLUTIONS INC,19143,490
PDL BIOPHARMA INC,300603,2537
PEABODY ENERGY CORP,1107255,21625
PEARSON PLC,128232,2872
PEBBLEBROOK HOTEL TR,1783694,54866
PEDEVCO CORP,28801,62
PEGASYSTEMS INC,131314,6458
PEMBINA PIPELINE CORP,503971,17755
PENGROWTH ENERGY CORP,587887,3645
PENN NATL GAMING INC,35187,504
PENN VA CORP,390966,3687
PENN WEST PETE LTD NEW,347421,2905
PENNANTPARK INVT CORP,1142249,13250
PENNEY J C INC,4257925,38960
PENNSYLVANIA RL ESTATE INVT,261842,4970
PENNYMAC FINL SVCS INC,14644,257
PENNYMAC MTG INVT TR,102158,2346
PENSKE AUTOMOTIVE GRP INC,116231,5481
PENTAIR LTD,751371,58359
PEOPLES FED BANCSHARES INC,10645,189
PEOPLES UNITED FINANCIAL INC,3533653,53429
PEP BOYS MANNY MOE & JACK,475657,5775
PEPCO HOLDINGS INC,2298085,43962
PEPSICO INC,6937177,575369
PEREGRINE PHARMACEUTICALS IN,37091,52
PEREGRINE SEMICONDUCTOR CORP,85220,631
PERFICIENT INC,123350,2888
PERFUMANIA HLDGS INC,13720,87
PERICOM SEMICONDUCTOR CORP,70294,623
PERKINELMER INC,3567342,147081
PERNIX THERAPEUTICS HLDGS IN,47977,121
PETMED EXPRESS INC,41775,695
PETROBRAS ARGENTINA S A,30209,168
PETROCHINA CO LTD,38816,4260
PETROLEO BRASILEIRO SA PETRO,3625180,50397
PETROLOGISTICS LP,916569,10678
PETROQUEST ENERGY INC,295042,1275
PETSMART INC,2449535,178203
PFIZER INC,36123573,1106466
PG&E CORP,4653058,187425
PGT INC,173019,1751
PHARMACYCLICS INC,967262,102317
PHARMERICA CORP,282133,6066
PHH CORP,185343,4513
PHI INC,18662,810
PHILIP MORRIS INTL INC,5488953,478253
PHILIPPINE LONG DISTANCE TEL,47138,2833
PHILLIPS 66,2327919,179553
PHILLIPS 66 PARTNERS LP,949416,36011
PHOENIX COS INC NEW,15354,943
PHOENIX NEW MEDIA LTD,687669,6622
PHOTRONICS INC,70447,636
PICO HLDGS INC,31417,726
PIEDMONT NAT GAS INC,182963,6067
PIEDMONT OFFICE REALTY TR IN,3548386,58619
PIER 1 IMPORTS INC,279352,6447
PIKE ELEC CORP,77575,820
PILGRIMS PRIDE CORP NEW,791907,12868
PIMCO ETF TR,205742,20573
PIMCO NY MUNICIPAL INCOME FD,21100,214
PINNACLE ENTMT INC,709481,18440
PINNACLE FINL PARTNERS INC,1297164,42197
PINNACLE FOODS INC DEL,150559,4134
PINNACLE WEST CAP CORP,609445,32251
PIONEER ENERGY SVCS CORP,333992,2676
PIONEER NAT RES CO,1069036,196778
PIPER JAFFRAY COS,310375,12276
PITNEY BOWES INC,1922880,44803
PLAINS ALL AMERN PIPELINE L,8385247,434104
PLAINS GP HLDGS L P,10886756,291438
PLANET PAYMENT INC,13785,38
PLANTRONICS INC NEW,86294,4008
PLATINUM UNDERWRITER HLDGS L,32404,1986
PLEXUS CORP,75967,3288
PLUG POWER INC,14550,23
PLUM CREEK TIMBER CO INC,804293,37408
PLX TECHNOLOGY INC,87683,577
PLY GEM HLDGS INC,177438,3200
PMC-SIERRA INC,4595439,29548
PNC FINL SVCS GROUP INC,2555914,198288
PNM RES INC,182148,4394
POLARIS INDS INC,165712,24134
POLYCOM INC,7422442,83354
POLYONE CORP,2856512,100978
POLYPORE INTL INC,106559,4145
POOL CORPORATION,99244,5770
POPULAR INC,60341,1733
PORTFOLIO RECOVERY ASSOCS IN,157573,8327
PORTLAND GEN ELEC CO,1568600,47372
PORTOLA PHARMACEUTICALS INC,34826,897
PORTUGAL TELECOM SGPS S A,100566,434
POSCO,64626,5041
POST HLDGS INC,137457,6772
POST PPTYS INC,889476,40231
POTASH CORP SASK INC,1308219,43119
POTLATCH CORP NEW,117177,4891
POWELL INDS INC,317371,21261
POWER INTEGRATIONS INC,74697,4170
POWERSHARES ACTIVE MNG ETF T,69073,1594
POWERSHARES DB CMDTY IDX TRA,147534,3786
POWERSHARES DB G10 CURCY HAR,415511,10562
POWERSHARES ETF TR II,568699,19532
POWERSHARES ETF TRUST,1400714,26135
POWERSHARES ETF TRUST II,8013900,200368
POWERSHARES GLOBAL ETF FD,101333,2103
POWERSHARES GLOBAL ETF TRUST,417439,9650
POWERSHARES INDIA ETF TR,64129,1130
POWERSHARES QQQ TRUST,14715443,1294369
POWERSHS DB MULTI SECT COMM,178518,4540
POWERSHS DB US DOLLAR INDEX,233781,5163
POZEN INC,72190,580
PPG INDS INC,743662,141043
PPL CORP,2410851,73610
PRANA BIOTECHNOLOGY LTD,38641,271
PRAXAIR INC,925531,120346
PRECIDIAN ETFS TR,1047677,19413
PRECISION CASTPARTS CORP,937989,252600
PRECISION DRILLING CORP,64021,600
PREFERRED APT CMNTYS INC,19233,155
PREFORMED LINE PRODS CO,6189,453
PREMIERE GLOBAL SVCS INC,4310018,49953
PRESTIGE BRANDS HLDGS INC,1347316,48233
PRGX GLOBAL INC,30123,202
PRICE T ROWE GROUP INC,2852765,238976
PRICELINE COM INC,407832,474064
PRICESMART INC,51317,5930
PRIMERICA INC,159807,6857
PRIMORIS SVCS CORP,17361,540
PRINCIPAL FINL GROUP INC,5971545,294457
PRIVATEBANCORP INC,2735246,79131
PROASSURANCE CORP,1260303,61099
PROCERA NETWORKS INC,54989,826
PROCTER & GAMBLE CO,10366572,843943
PROGENICS PHARMACEUTICALS IN,113720,606
PROGRESS SOFTWARE CORP,171794,4437
PROGRESSIVE CORP OHIO,1681783,45862
PROGRESSIVE WASTE SOLUTIONS,1314132,32525
PROLOGIS INC,3415877,126217
PROMOTORA DE INFORMACIONES S,8667515,23754
PROOFPOINT INC,34971,1160
PROS HOLDINGS INC,27777,1108
PROSHARES TR,11213241,453840
PROSHARES TR II,706887,19569
PROSPECT CAPITAL CORPORATION,638418,7163
PROSPERITY BANCSHARES INC,1078318,68355
PROTALIX BIOTHERAPEUTICS INC,28742,112
PROTECTIVE LIFE CORP,424306,21496
PROTHENA CORP PLC,97104,2576
PROTO LABS INC,5047,359
PROVIDENCE SVC CORP,46509,1196
PROVIDENT FINL SVCS INC,1963667,37938
PRUDENTIAL FINL INC,6417138,591788
PRUDENTIAL PLC,206627,9299
PS BUSINESS PKS INC CALIF,897366,68577
PTC INC,4955089,175360
PTC THERAPEUTICS INC,17407,295
PUBLIC STORAGE,1154812,173822
PUBLIC SVC ENTERPRISE GROUP,1885661,60417
PULASKI FINL CORP,27808,313
PULTE GROUP INC,3525793,71821
PUMA BIOTECHNOLOGY INC,2841,294
PUTNAM MASTER INTER INCOME T,77361,390
PUTNAM PREMIER INCOME TR,122755,668
PVH CORP,5674410,771834
PVR PARTNERS L P,24454,656
QAD INC,21391,378
QEP MIDSTREAM PARTNERS LP,981403,22788
QEP RES INC,1280212,39239
QIAGEN NV,318475,7582
QIHOO 360 TECHNOLOGY CO LTD,804259,65989
QIWI PLC,98472,5515
QLIK TECHNOLOGIES INC,194563,5181
QLOGIC CORP,178066,2107
QLT INC,250074,1393
QR ENERGY LP,47485,813
QTS RLTY TR INC,65133,1614
QUAD / GRAPHICS INC,137024,3731
QUAKER CHEM CORP,353212,27222
QUALCOMM INC,21495864,1596067
QUALITY SYS INC,292618,6163
QUALYS INC,21373,494
QUANEX BUILDING PRODUCTS COR,90467,1802
QUANTA SVCS INC,3403578,107417
QUANTUM CORP,260163,313
QUEST DIAGNOSTICS INC,1236580,66206
QUESTAR CORP,536878,12343
QUESTCOR PHARMACEUTICALS INC,746596,40652
QUICKLOGIC CORP,102215,404
QUICKSILVER RESOURCES INC,226578,695
QUIDEL CORP,93888,2900
QUIKSILVER INC,295823,2594
QUINSTREET INC,145353,1263
QUINTILES TRANSNATIO HLDGS I,106682,4944
RACKSPACE HOSTING INC,779304,30494
RADIAN GROUP INC,3886616,54879
RADIOSHACK CORP,100826,262
RADISYS CORP,71349,163
RADWARE LTD,1766961,31770
RAIT FINANCIAL TRUST,21387,192
RALPH LAUREN CORP,681126,120266
RAMBUS INC DEL,516216,4888
RAMCO-GERSHENSON PPTYS TR,153009,2409
RAND LOGISTICS INC,40773,235
RANDGOLD RES LTD,42997,2701
RANGE RES CORP,2667102,224863
RAPTOR PHARMACEUTICAL CORP,2891155,37643
RARE ELEMENT RES LTD,28269,44
RAVEN INDS INC,54541,2244
RAYMOND JAMES FINANCIAL INC,3673102,191699
RAYONIER INC,349805,14727
RAYTHEON CO,1366030,123898
RBC BEARINGS INC,486397,34413
REALD INC,15924,136
REALNETWORKS INC,28269,213
REALOGY HLDGS CORP,1613288,79809
REALPAGE INC,51859,1212
REALTY INCOME CORP,1142270,42640
RED HAT INC,717825,40227
RED LION HOTELS CORP,17474,106
RED ROBIN GOURMET BURGERS IN,56700,4170
REDHILL BIOPHARMA LTD,29000,342
REDIFF COM INDIA LTD,15116,35
REDWOOD TR INC,136350,2641
REED ELSEVIER N V,54161,2311
REED ELSEVIER P L C,44065,2646
REGADO BIOSCIENCES INC,47289,226
REGAL BELOIT CORP,57220,4218
REGAL ENTMT GROUP,359137,6985
REGENCY CTRS CORP,1367016,63293
REGENCY ENERGY PARTNERS L P,1188749,31217
REGENERON PHARMACEUTICALS,1273364,350481
REGIONS FINL CORP NEW,6073447,60067
REGIS CORP MINN,142706,2071
REGULUS THERAPEUTICS INC,943244,6971
REINSURANCE GROUP AMER INC,350405,27125
RELIANCE STEEL & ALUMINUM CO,2600964,197257
RENAISSANCERE HOLDINGS LTD,389227,37887
RENASANT CORP,99495,3130
RENESOLA LTD,38466,133
RENEWABLE ENERGY GROUP INC,184128,2110
RENREN INC,21690,66
RENT A CTR INC NEW,214748,7160
RENTECH INC,437825,766
RENTRAK CORP,9162,347
REPLIGEN CORP,135111,1843
REPROS THERAPEUTICS INC,63120,1155
REPUBLIC AWYS HLDGS INC,170002,1817
REPUBLIC SVCS INC,999063,33169
RESMED INC,214268,10088
RESOLUTE ENERGY CORP,675722,2082
